,index,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
1175,2028,2632,trifluoroacetamide,octanol-water,C(=O)(C(F)(F)F)N,CCCCCCCCO.O,-0.16
1176,1825,2270,"1-bromo-1-chloro-2,2,2-trifluoroethane",water,C(C(F)(F)F)(Cl)Br,O,-0.13
1177,842,1092,chrysene,hexadecane,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,CCCCCCCCCCCCCCCC,-14.1
1178,2045,2653,bromoacetamide,octanol-water,C(C(=O)N)Br,CCCCCCCCO.O,0.71
1179,1945,2479,1-iodobutane,water,CCCCI,O,-0.25
1180,1583,2001,phenol,toluene,C1=CC=C(C=C1)O,CC1=CC=CC=C1,-6.93
1181,276,413,isopropanol,chloroform,CC(C)O,C(Cl)(Cl)Cl,-4.28
1182,661,891,acetophenone,dodecane,CC(=O)C1=CC=CC=C1,CCCCCCCCCCCC,-6.11
1183,1966,2558,ethylurea,diethylether-water,CCNC(=O)N,CCOCC.O,3.25
1184,2232,2885,3-bromoaniline,methanol,C1=CC(=CC(=C1)Br)N,CO,-75.2
1185,1650,2082,butylamine,undecane,CCCCN,CCCCCCCCCCC,-3.55
1186,314,458,benzonitrile,chloroform,C1=CC=C(C=C1)C#N,C(Cl)(Cl)Cl,-7.22
1187,1343,1663,butylamine,octanol,CCCCN,CCCCCCCCO,-5.33
1188,1639,2066,nitromethane,triethylamine,C[N+](=O)[O-],CCN(CC)CC,-3.63
1189,691,923,ethylacetate,ethylacetate,CCOC(=O)C,CCOC(=O)C,-4.46
1190,612,840,phenol,diisopropylether,C1=CC=C(C=C1)O,CC(C)OC(C)C,-8.35
1191,424,581,2-methyl-1-nitrobenzene,cyclohexane,CC1=CC=CC=C1[N+](=O)[O-],C1CCCCC1,-6.71
1192,594,822,hydrazine,diethylether,NN,CCOCC,-3.08
1193,2343,3014,pyrrole,water,C1=CNC=C1,O,-61.4
1194,1737,2173,propanoicacid,water,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,O,-6.47
1195,622,852,aniline,diisopropylether,C1=CC=C(C=C1)N,CC(C)OC(C)C,-6.67
1196,1602,2027,dimethylamine,toluene,CNC,CC1=CC=CC=C1,-2.68
1197,1436,1771,quinoline,octanol,C1=CC=C2C(=C1)C=CC=N2,CCCCCCCCO,-8.43
1198,227,281,nitromethane,carbondisulfide,C[N+](=O)[O-],C(=S)=S,-3.3
1199,1533,1910,butylamine,perfluorobenzene,CCCCN,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.13
1200,1169,1468,toluene,methylformamide,CC1=CC=CC=C1,CNC=O,-4.34
1201,1818,2263,1-bromopentane,water,CCCCCBr,O,-0.08
1202,1506,1877,toluene,pentanol,CC1=CC=CC=C1,CCCCCO,-4.25
1203,66,101,trimethylamine,benzene,CN(C)C,C1=CC=CC=C1,-2.8
1204,1882,2349,4-ethylpyridine,water,CCC1=CC=NC=C1,O,-4.74
1205,24,52,n-octane,anisole,CCCCCCCC,COC1=CC=CC=C1,-4.62
1206,1235,1541,methanol,octane,CO,CCCCCCCC,-1.29
1207,144,185,nitromethane,bromoethane,C[N+](=O)[O-],CCBr,-4.54
1208,536,706,1-hexanol,dibromoethane,CCCCCCO,CC(Br)Br,-6.08
1209,811,1060,n-hexane,hexadecane,CCCCCC,CCCCCCCCCCCCCCCC,-3.64
1210,1535,1912,nitromethane,perfluorobenzene,C[N+](=O)[O-],C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.3
1211,85,120,methylamine,benzene,CN,C1=CC=CC=C1,-2.66
1212,1254,1563,butylacetate,octane,CCCCCC(=O)[O-],CCCCCCCC,-4.8
1213,1857,2309,"1,1-dimethyl-3-phenylurea",water,CN(C)C(=O)NC1=CC=CC=C1,O,-9.63
1214,2076,2692,3-trifluoromethylphenol,acetonitrile,C1=CC(=CC(=C1)O)C(F)(F)F,CC#N,-46.9
1215,1660,2092,methane,water,C,O,2.0
1216,1964,2556,b-propiolactone,diethylether-water,C1COC1=O,CCOCC.O,-0.03
1217,484,649,iodobenzene,decalin,C1=CC=C(C=C1)I,C1CCC2CCCCC2C1,-5.96
1218,2109,2731,di-n-butylamine,acetonitrile,CCCCNCCCC,CC#N,-64.8
1219,2259,2919,cyanamide,water,C(#N)N,O,-72.2
1220,1878,2334,"2,6-dichlorothiobenzamide",water,C1=CC(=C(C(=C1)Cl)C(=S)N)Cl,O,-10.81
1221,1569,1987,2-butanone,tetralin,CCC(=O)C,C1CCC2=CC=CC=C2C1,-3.12
1222,2329,2999,2-methylaniline,water,CC1=CC=CC=C1N,O,-70.3
1223,362,510,acetone,chlorohexane,CC(=O)C,CCCCCCCl,-3.45
1224,749,991,p-cresol,heptane,CC1=CC=C(C=C1)O,CCCCCCC,-5.77
1225,1580,1998,1-propanol,toluene,CCCO,CC1=CC=CC=C1,-3.71
1226,1026,1306,p-hydroxybenzaldehyde,hexane,C1=CC(=CC=C1C=O)O,CCCCCC,-9.18
1227,1030,1310,"1,4-dichlorobenzene",hexane,C1=CC(=CC=C1Cl)Cl,CCCCCC,-5.69
1228,1659,2091,n-undecane,undecane,CCCCCCCCCCC,CCCCCCCCCCC,-7.22
1229,1335,1651,methylformate,octanol,COC=O,CCCCCCCCO,-2.82
1230,1851,2302,2-octanone,water,CCCCCCC(=O)C,O,-2.88
1231,1476,1820,diiodomethane,octanol,C(I)I,CCCCCCCCO,-5.63
1232,665,895,ethanol,ethanol,CCO,CCO,-5.04
1233,364,512,2-pentanone,chlorohexane,CCCC(=O)C,CCCCCCCl,-4.84
1234,2083,2700,glycolicacid,acetonitrile,C(C(=O)O)O,CC#N,-54.7
1235,1239,1545,1-pentanol,octane,CCCCCO,CCCCCCCC,-4.1
1236,77,112,p-hydroxybenzaldehyde,benzene,C1=CC(=CC=C1C=O)O,C1=CC=CC=C1,-9.73
1237,27,55,"1,4-dioxane",anisole,C1COCCO1,COC1=CC=CC=C1,-5.06
1238,1971,2565,isoquinoline,heptane-water,C1=CC=C2C=NC=CC2=C1,CCCCCCC.O,-1.38
1239,525,695,propylamine,decanol,CCCN,CCCCCCCCCCO,-4.59
1240,725,961,n-octane,fluorobenzene,CCCCCCCC,C1=CC=C(C=C1)F,-4.99
1241,55,83,2-hexanone,benzene,CCCCC(=O)C,C1=CC=CC=C1,-5.76
1242,638,868,"1,4-dioxane",dimethylformamide,C1COCCO1,CN(C)C=O,-5.03
1243,302,446,dimethylamine,chloroform,CNC,C(Cl)(Cl)Cl,-3.69
1244,718,953,butylacetate,ethylbenzene,CCCCCC(=O)[O-],CCC1=CC=CC=C1,-5.48
1245,1662,2094,n-propane,water,CCC,O,1.96
1246,624,854,water,diisopropylether,O,CC(C)OC(C)C,-3.58
1247,7,33,n-octane,acetophenone,CCCCCCCC,CC(=O)C1=CC=CC=C1,-4.24
1248,1280,1591,ethene,octanol,C=C,CCCCCCCCO,-0.27
1249,803,1052,propylamine,heptanol,CCCN,CCCCCCCO,-4.8
1250,1049,1329,formaldehyde,hexanol,C=O,CCCCCCO,-3.42
1251,336,482,hydrazine,chloroform,NN,C(Cl)(Cl)Cl,-4.42
1252,47,75,o-cresol,benzene,CC1=CC=CC=C1O,C1=CC=CC=C1,-7.44
1253,2030,2635,"N,N-diethylacetamide",octanol-water,CCN(CC)C(=O)C,CCCCCCCCO.O,-0.46
1254,106,144,ethanol,benzylalcohol,CCO,C1=CC=C(C=C1)CO,-4.84
1255,349,497,"N,N-dimethylacetamide",chloroform,CC(=O)N(C)C,C(Cl)(Cl)Cl,-8.38
1256,1079,1362,dimethylamine,isobutanol,CNC,CC(C)CO,-4.43
1257,238,371,1-hexanol,chlorobenzene,CCCCCCO,C1=CC=C(C=C1)Cl,-5.98
1258,213,262,"3,3-dimethylbutanone",butylbenzene,CC(=O)C(C)(C)C,CCCCC1=CC=CC=C1,-4.77
1259,1144,1443,phenol,mesitylene,C1=CC=C(C=C1)O,CC1=CC(=CC(=C1)C)C,-6.8
1260,1711,2144,m-cresol,water,CC1=CC(=CC=C1)O,O,-5.49
1261,1560,1971,n-octane,tetrahydrofuran,CCCCCCCC,C1CCOC1,-5.39
1262,793,1041,5-bromouracil,heptane,C1=C(C(=O)NC(=O)N1)Br,CCCCCCC,-12.73
1263,1096,1379,toluene,isooctane,CC1=CC=CC=C1,CC(C)CC(C)(C)C,-4.68
1264,1612,2037,ammonia,toluene,N,CC1=CC=CC=C1,-2.38
1265,1539,1922,1-propanol,propanol,CCCO,CCCO,-5.29
1266,2106,2725,"2,4-dimethylpyridine",acetonitrile,CC1=CC(=NC=C1)C,CC#N,-61.9
1267,345,492,1-methylthymine,chloroform,CC1=CN(C(=O)NC1=O)C,C(Cl)(Cl)Cl,-9.71
1268,523,693,1-decanol,decanol,CCCCCCCCCCO,CCCCCCCCCCO,-9.58
1269,232,365,methanol,chlorobenzene,CO,C1=CC=C(C=C1)Cl,-2.44
1270,644,874,ethanol,dimethylpyridine,CCO,CC1=C(N=CC=C1)C,-4.87
1271,2055,2663,2-bromoanisole,octanol-water,COC1=CC=CC=C1Br,CCCCCCCCO.O,-3.9
1272,1428,1753,fluorotrichloromethane,octanol,C(F)(Cl)(Cl)Cl,CCCCCCCCO,-2.63
1273,533,703,1-butanol,dibromoethane,CCCCO,CC(Br)Br,-4.65
1274,2159,2792,dimethylsulfone,dimethylsulfoxide,CS(=O)(=O)C,CS(=O)C,-56.9
1275,603,831,uracil,diethylether,C1=CNC(=O)NC1=O,CCOCC,-15.03
1276,1489,1855,1-pentanol,pentane,CCCCCO,CCCCC,-3.92
1277,1893,2362,"1,2-ethanediamine",water,C(CN)N,O,-9.72
1278,1426,1751,bromotoluene,octanol,CC1=CC=CC=C1Br,CCCCCCCCO,-6.36
1279,1074,1355,butanal,isobutanol,CCCC=O,CC(C)CO,-4.82
1280,2167,2800,p-cresol,dimethylsulfoxide,CC1=CC=C(C=C1)O,CS(=O)C,-53.9
1281,60,92,ethylacetate,benzene,CCOC(=O)C,C1=CC=CC=C1,-4.53
1282,1727,2162,2-butanone,water,CCC(=O)C,O,-3.64
1283,92,130,benzamide,benzene,C1=CC=C(C=C1)C(=O)N,C1=CC=CC=C1,-9.93
1284,666,896,"1,4-dioxane",ethanol,C1COCCO1,CCO,-4.68
1285,1523,1896,methylamine,pentanol,CN,CCCCCO,-3.95
1286,2129,2755,acetone,dimethylsulfoxide,CC(=O)C,CS(=O)C,-60.4
1287,280,417,phenol,chloroform,C1=CC=C(C=C1)O,C(Cl)(Cl)Cl,-7.14
1288,2133,2759,nitromethane,dimethylsulfoxide,C[N+](=O)[O-],CS(=O)C,-61.3
1289,359,507,5-fluorouracil,chloroform,C1=C(C(=O)NC(=O)N1)F,C(Cl)(Cl)Cl,-14.31
1290,2275,2939,phenol,water,C1=CC=C(C=C1)O,O,-71.9
1291,1397,1719,bromotrifluoromethane,octanol,C(F)(F)(F)Br,CCCCCCCCO,-0.75
1292,1922,2448,ethylparaben,water,CCOC(=O)C1=CC=C(C=C1)O,O,-9.2
1293,847,1097,isopropanol,hexadecane,CC(C)O,CCCCCCCCCCCCCCCC,-2.47
1294,1206,1507,1-pentanol,nonane,CCCCCO,CCCCCCCCC,-3.92
1295,2144,2772,2-indanone,dimethylsulfoxide,C1C(=O)CC2=CC=CC=C21,CS(=O)C,-58.7
1296,110,149,butylamine,benzylalcohol,CCCCN,C1=CC=C(C=C1)CO,-5.15
1297,42,70,1-butanol,benzene,CCCCO,C1=CC=CC=C1,-4.45
1298,125,164,"1,4-dioxane",bromobenzene,C1COCCO1,C1=CC=C(C=C1)Br,-5.02
1299,204,253,aniline,butylacetate,C1=CC=C(C=C1)N,CCCCCC(=O)[O-],-7.3
1300,1473,1814,4-methoxybenzoicacid,octanol,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N,CCCCCCCCO,-11.82
1301,52,80,acetone,benzene,CC(=O)C,C1=CC=CC=C1,-3.79
1302,545,769,m-xylene,diethylether,CC1=CC(=CC=C1)C,CCOCC,-5.56
1303,68,103,dipropylamine,benzene,CCCNCCC,C1=CC=CC=C1,-5.09
1304,1557,1968,butylacetate,tetrachloroethene,CCCCCC(=O)[O-],C(=C(Cl)Cl)(Cl)Cl,-5.35
1305,1738,2174,butanoicacid,water,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,O,-6.36
1306,2082,2698,cyanoaceticacid,acetonitrile,C(C#N)C(=O)O,CC#N,-50.8
1307,1697,2130,naphthalene,water,C1=CC=C2C=CC=CC2=C1,O,-2.39
1308,1424,1748,"2,3-dichlorobiphenyl",octanol,C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl,CCCCCCCCO,-9.23
1309,183,229,2-butanone,butanone,CCC(=O)C,CCC(=O)C,-4.5
1310,137,178,4-methylaniline,bromobenzene,CC1=CC=C(C=C1)N,C1=CC=C(C=C1)Br,-7.59
1311,899,1157,aniline,hexadecane,C1=CC=C(C=C1)N,CCCCCCCCCCCCCCCC,-5.44
1312,796,1044,toluene,heptanol,CC1=CC=CC=C1,CCCCCCCO,-4.33
1313,132,173,butylamine,bromobenzene,CCCCN,C1=CC=C(C=C1)Br,-4.22
1314,80,115,water,benzene,O,C1=CC=CC=C1,-1.71
1315,2035,2640,n-butylurea,octanol-water,CCCCNC(=O)N,CCCCCCCCO.O,-0.56
1316,758,1000,2-heptanone,heptane,CCCCCC(=O)C,CCCCCCC,-5.22
1317,541,765,benzene,diethylether,C1=CC=CC=C1,CCOCC,-4.21
1318,1019,1299,propylamine,hexane,CCCN,CCCCCC,-3.13
1319,1565,1976,2-butanone,tetrahydrofuran,CCC(=O)C,C1CCOC1,-4.54
1320,983,1248,iodoethane,hexadecane,CCI,CCCCCCCCCCCCCCCC,-3.51
1321,2114,2737,n-butylamine,acetonitrile,CCCCN,CC#N,-75.7
1322,165,209,"1,2-ethanediol",butanol,C(CO)O,CCCCO,-8.69
1323,248,381,2-heptanone,chlorobenzene,CCCCCC(=O)C,C1=CC=C(C=C1)Cl,-6.46
1324,1331,1645,acetophenone,octanol,CC(=O)C1=CC=CC=C1,CCCCCCCCO,-6.74
1325,446,604,nitromethane,cyclohexane,C[N+](=O)[O-],C1CCCCC1,-2.86
1326,1598,2020,ethylacetate,toluene,CCOC(=O)C,CC1=CC=CC=C1,-4.41
1327,858,1108,1-decanol,hexadecane,CCCCCCCCCCO,CCCCCCCCCCCCCCCC,-7.68
1328,1358,1679,2-nitropropane,octanol,CC(C)[N+](=O)[O-],CCCCCCCCO,-4.23
1329,1653,2085,"E-1,2-dichloroethene",undecane,C(=C/Cl)\Cl,CCCCCCCCCCC,-3.6
1330,97,135,n-octane,benzonitrile,CCCCCCCC,C1=CC=C(C=C1)C#N,-4.34
1331,1591,2009,2-pentanone,toluene,CCCC(=O)C,CC1=CC=CC=C1,-5.02
1332,805,1054,p-bromophenol,heptanol,C1=CC(=CC=C1O)Br,CCCCCCCO,-10.49
1333,737,979,p-xylene,heptane,CC1=CC=C(C=C1)C,CCCCCCC,-5.52
1334,1719,2154,t-butylmethylether,water,CC(C)(C)OC,O,-2.21
1335,1941,2475,diiodomethane,water,C(I)I,O,-2.49
1336,102,140,benzonitrile,benzonitrile,C1=CC=C(C=C1)C#N,C1=CC=C(C=C1)C#N,-7.28
1337,434,591,bromobenzene,cyclohexane,C1=CC=C(C=C1)Br,C1CCCCC1,-5.29
1338,74,109,"2,6-dimethylpyridine",benzene,CC1=NC(=CC=C1)C,C1=CC=CC=C1,-6.39
1339,577,803,dipropylamine,diethylether,CCCNCCC,CCOCC,-4.96
1340,1640,2067,triethylamine,triethylamine,CCN(CC)CC,CCN(CC)CC,-4.44
1341,1864,2316,2-chlorobutane,water,CCC(C)Cl,O,0.07
1342,1230,1536,2-methoxyethanol,nonanol,COCCO,CCCCCCCCCO,-5.61
1343,918,1177,thiophenol,hexadecane,C1=CC=C(C=C1)S,CCCCCCCCCCCCCCCC,-5.61
1344,1326,1640,2-pentanone,octanol,CCCC(=O)C,CCCCCCCCO,-4.35
1345,2192,2832,2-nitrobenzoicacid,methanol,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],CO,-62.2
1346,2166,2799,nitrousacid,dimethylsulfoxide,N(=O)O,CS(=O)C,-54.5
1347,2128,2754,phenol,dimethylsulfoxide,C1=CC=C(C=C1)O,CS(=O)C,-54.2
1348,762,1005,hexanoicacid,heptane,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCCC,-6.54
1349,989,1263,n-octane,hexane,CCCCCCCC,CCCCCC,-5.46
1350,388,539,phenol,cyclohexane,C1=CC=C(C=C1)O,C1CCCCC1,-5.57
1351,235,368,1-butanol,chlorobenzene,CCCCO,C1=CC=C(C=C1)Cl,-4.31
1352,2054,2662,pentachloroanisole,octanol-water,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,CCCCCCCCO.O,-7.43
1353,267,404,toluene,chloroform,CC1=CC=CC=C1,C(Cl)(Cl)Cl,-5.48
1354,1329,1643,"3,3-dimethylbutanone",octanol,CC(=O)C(C)(C)C,CCCCCCCCO,-4.53
1355,1623,2048,1-butanol,tributylphosphate,CCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.28
1356,117,156,1-propanol,bromobenzene,CCCO,C1=CC=C(C=C1)Br,-3.74
1357,437,594,water,cyclohexane,O,C1CCCCC1,-0.39
1358,673,903,ethanol,ethoxybenzene,CCO,CCOC1=CC=CC=C1,-3.45
1359,249,382,propanoicacid,chlorobenzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=C(C=C1)Cl,-4.38
1360,1990,2590,3-trifluoromethylphenylurea,octanol-water,C1=CC(=CC(=C1)NC(=O)N)C(F)(F)F,CCCCCCCCO.O,-3.15
1361,1574,1992,water,tetralin,O,C1CCC2=CC=CC=C2C1,0.07
1362,2362,3033,dimethylsulfide,water,CSC,O,-64.5
1363,94,132,3-methylaniline,benzene,CC1=CC(=CC=C1)N,C1=CC=CC=C1,-7.61
1364,2121,2744,cyanamide,dimethylsulfoxide,C(#N)N,CS(=O)C,-59.5
1365,33,61,n-hexane,benzene,CCCCCC,C1=CC=CC=C1,-3.62
1366,2004,2604,2-cyanopyrrole,octanol-water,C1=CNC(=C1)C#N,CCCCCCCCO.O,-1.54
1367,2164,2797,methanesulfonamide,dimethylsulfoxide,CS(=O)(=O)N,CS(=O)C,-57.5
1368,448,606,pyrrole,cyclohexane,C1=CNC=C1,C1CCCCC1,-3.77
1369,1469,1809,N-(3-hydroxyphenyl)acetamide,octanol,CC(=O)NC1=CC(=CC=C1)O,CCCCCCCCO,-14.93
1370,716,950,ethylacetate,ethylbenzene,CCOC(=O)C,CCC1=CC=CC=C1,-4.31
1371,1728,2163,cyclopentanone,water,C1CCC(=O)C1,O,-4.68
1372,2060,2668,4-cyanopyridine,octanol-water,C1=CN=CC=C1C#N,CCCCCCCCO.O,-0.63
1373,0,26,n-octane,acetonitrile,CCCCCCCC,CC#N,-3.57
1374,2258,2918,acetonitrile,water,CC#N,O,-66.6
1375,1101,1384,1-pentanol,isooctane,CCCCCO,CC(C)CC(C)(C)C,-4.17
1376,1108,1391,pentanal,isooctane,CCCCC=O,CC(C)CC(C)(C)C,-4.24
1377,1672,2104,"2,2,4-trimethylpentane",water,CC(C)CC(C)(C)C,O,2.85
1378,82,117,triethylphosphate,benzene,CCOP(=O)(OCC)OCC,C1=CC=CC=C1,-8.58
1379,1481,1844,propylacetate,pentadecane,CCCCC(=O)O,CCCCCCCCCCCCCCC,-3.91
1380,1761,2204,2-methylpyridine,water,CC1=CC=CC=N1,O,-4.63
1381,676,907,nitromethane,ethoxybenzene,C[N+](=O)[O-],CCOC1=CC=CC=C1,-4.45
1382,2063,2671,methylphenylsulfone,octanol-water,CS(=O)(=O)C1=CC=CC=C1,CCCCCCCCO.O,-0.68
1383,1987,2584,4-chlorophenylurea,octanol-water,C1=CC(=CC=C1NC(=O)N)Cl,CCCCCCCCO.O,-2.45
1384,1046,1326,o-cresol,hexanol,CC1=CC=CC=C1O,CCCCCCO,-8.76
1385,1460,1800,methylparaben,octanol,COC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-12.18
1386,770,1018,aniline,heptane,C1=CC=C(C=C1)N,CCCCCCC,-5.38
1387,1657,2089,bromoform,undecane,C(Br)(Br)Br,CCCCCCCCCCC,-4.84
1388,1749,2192,trimethylamine,water,CN(C)C,O,-3.23
1389,517,687,n-decane,decane,CCCCCCCCCC,CCCCCCCCCC,-6.53
1390,2042,2650,fluoroacetamide,octanol-water,C(C(=O)N)F,CCCCCCCCO.O,1.43
1391,404,555,2-heptanone,cyclohexane,CCCCCC(=O)C,C1CCCCC1,-5.47
1392,384,535,isopropanol,cyclohexane,CC(C)O,C1CCCCC1,-2.37
1393,2011,2611,"5-methyl-1,2-dithiol-3-thione",octanol-water,CC1=CC(=S)SS1,CCCCCCCCO.O,-2.55
1394,1830,2275,"1,1,2-trichloro-1,2,2-trifluoroethane",water,C(C(F)(Cl)Cl)(F)(F)Cl,O,1.77
1395,104,142,n-octane,benzylalcohol,CCCCCCCC,C1=CC=C(C=C1)CO,-3.77
1396,2257,2917,acetylene,water,C#C,O,-76.5
1397,688,919,"1,4-dioxane",ethylacetate,C1COCCO1,CCOC(=O)C,-5.03
1398,1788,2233,butenyne,water,C=CC#C,O,0.04
1399,826,1076,1-butene,hexadecane,CCC=C,CCCCCCCCCCCCCCCC,-2.03
1400,1240,1546,phenol,octane,C1=CC=C(C=C1)O,CCCCCCCC,-5.47
1401,62,95,butylacetate,benzene,CCCCCC(=O)[O-],C1=CC=CC=C1,-5.78
1402,1305,1617,phenol,octanol,C1=CC=C(C=C1)O,CCCCCCCCO,-8.69
1403,852,1102,phenol,hexadecane,C1=CC=C(C=C1)O,CCCCCCCCCCCCCCCC,-5.14
1404,1849,2299,1-octanol,water,CCCCCCCCO,O,-4.09
1405,1262,1573,2-ethylpyrazine,octane,CCC1=NC=CN=C1,CCCCCCCC,-5.51
1406,223,275,2-butanone,carbondisulfide,CCC(=O)C,C(=S)=S,-3.85
1407,145,186,methanol,bromoform,CO,C(Br)(Br)Br,-2.79
1408,1088,1371,hydrogenperoxide,isobutanol,OO,CC(C)CO,-7.93
1409,373,524,n-octane,cyclohexane,CCCCCCCC,C1CCCCC1,-5.63
1410,1947,2481,2-iodopropane,water,CC(C)I,O,-0.46
1411,1142,1429,isopropylbenzene,isopropylbenzene,CC(C)C1=CC=CC=C1,CC(C)C1=CC=CC=C1,-6.04
1412,2265,2927,acrylicacid,water,CC1=CC(=C(C=C1)OC)CCN,O,-74.0
1413,2048,2656,2-fluoroanisole,octanol-water,COC1=CC=CC=C1F,CCCCCCCCO.O,-2.92
1414,1274,1585,2-methylpropane,octanol,CC(C)C,CCCCCCCCO,-1.45
1415,1265,1576,4-methylaniline,octane,CC1=CC=C(C=C1)N,CCCCCCCC,-6.0
1416,2116,2739,t-butanol,acetonitrile,CC(C)(C)O,CC#N,-82.4
1417,1735,2170,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-4.58
1418,9,35,ethanol,acetophenone,CCO,CC(=O)C1=CC=CC=C1,-4.12
1419,449,607,quinoline,cyclohexane,C1=CC=C2C(=C1)C=CC=N2,C1CCCCC1,-7.38
1420,708,940,o-cresol,ethylbenzene,CC1=CC=CC=C1O,CCC1=CC=CC=C1,-7.25
1421,255,392,propylamine,chlorobenzene,CCCN,C1=CC=C(C=C1)Cl,-3.59
1422,882,1133,propanoicacid,hexadecane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCCCCCCCCCCCC,-3.12
1423,1617,2042,g-butyrolactone,toluene,C1CC(=O)OC1,CC1=CC=CC=C1,-4.7
1424,389,540,1-hexanol,cyclohexane,CCCCCCO,C1CCCCC1,-5.31
1425,1797,2242,chloroform,water,C(Cl)(Cl)Cl,O,-1.07
1426,2268,2931,ethanol,water,CCO,O,-90.7
1427,1581,1999,1-butanol,toluene,CCCCO,CC1=CC=CC=C1,-4.31
1428,908,1166,propionitrile,hexadecane,CCC#N,CCCCCCCCCCCCCCCC,-2.84
1429,924,1184,fluorobenzene,hexadecane,C1=CC=C(C=C1)F,CCCCCCCCCCCCCCCC,-4.03
1430,751,993,anisole,heptane,COC1=CC=CC=C1,CCCCCCC,-5.35
1431,2250,2905,"1,2-ethanediol",water,C(CO)O,O,-73.3
1432,460,619,propanoicacid,cyclohexanone,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1CCC(=O)CC1,-7.18
1433,2178,2811,aniline,dimethylsulfoxide,C1=CC=C(C=C1)N,CS(=O)C,-79.8
1434,1224,1530,toluene,nonanol,CC1=CC=CC=C1,CCCCCCCCCO,-4.34
1435,1168,1467,n-octane,methylformamide,CCCCCCCC,CNC=O,-3.34
1436,958,1221,1-octanol,hexadecane,CCCCCCCCO,CCCCCCCCCCCCCCCC,-6.3
1437,501,666,2-pentanone,decane,CCCC(=O)C,CCCCCCCCCC,-3.93
1438,739,981,anthracene,heptane,C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCCCCCC,-10.0
1439,40,68,1-propanol,benzene,CCCO,C1=CC=CC=C1,-3.87
1440,868,1118,butanal,hexadecane,CCCC=O,CCCCCCCCCCCCCCCC,-3.1
1441,731,967,nitromethane,fluorobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)F,-4.62
1442,539,709,p-bromophenol,dibromoethane,C1=CC(=CC=C1O)Br,CC(Br)Br,-9.01
1443,1201,1502,g-butyrolactone,nitromethane,C1CC(=O)OC1,C[N+](=O)[O-],-5.45
1444,1339,1659,ethylamine,octanol,CCN,CCCCCCCCO,-4.09
1445,697,929,uracil,ethylacetate,C1=CNC(=O)NC1=O,CCOC(=O)C,-15.43
1446,1780,2224,thiophenol,water,C1=CC=C(C=C1)S,O,-2.55
1447,1905,2377,"1,1-diethoxyethane",water,CCOC(C)OCC,O,-3.28
1448,1883,2350,tetramethylsilane,water,C[Si](C)(C)C,O,3.04
1449,1371,1693,3-ethyl-2-methoxypyrazine,octanol,CCC1=NC=CN=C1OC,CCCCCCCCO,-6.85
1450,1145,1444,2-butanone,mesitylene,CCC(=O)C,CC1=CC(=CC(=C1)C)C,-3.95
1451,1031,1311,bromoform,hexane,C(Br)(Br)Br,CCCCCC,-4.38
1452,372,523,n-pentane,cyclohexane,CCCCC,C1CCCCC1,-3.5
1453,667,897,2-butanone,ethanol,CCC(=O)C,CCO,-4.32
1454,1431,1766,"N,N-dimethylformamide",octanol,CN(C)C=O,CCCCCCCCO,-6.14
1455,2331,3001,4-methylaniline,water,CC1=CC=C(C=C1)N,O,-69.8
1456,357,505,N-methyl-2-pyrrolidinone,chloroform,CN1CCCC1=O,C(Cl)(Cl)Cl,-9.82
1457,967,1232,bromotoluene,hexadecane,CC1=CC=CC=C1Br,CCCCCCCCCCCCCCCC,-6.36
1458,783,1031,2-octanone,heptane,CCCCCCC(=O)C,CCCCCCC,-5.68
1459,735,977,o-xylene,heptane,CC1=CC=CC=C1C,CCCCCCC,-5.52
1460,1353,1673,acetonitrile,octanol,CC#N,CCCCCCCCO,-3.15
1461,1035,1315,triethylphosphate,hexane,CCOP(=O)(OCC)OCC,CCCCCC,-6.78
1462,970,1235,dimethylmethylphosphonate,hexadecane,COP(=O)(C)OC,CCCCCCCCCCCCCCCC,-5.43
1463,470,630,propanoicacid,decalin,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1CCC2CCCCC2C1,-4.42
1464,2039,2644,2-piperidinone,octanol-water,C1CCNC(=O)C1,CCCCCCCCO.O,0.63
