,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
364,512,2-pentanone,chlorohexane,CCCC(=O)C,CCCCCCCl,-4.84
2083,2700,glycolicacid,acetonitrile,C(C(=O)O)O,CC#N,-54.7
1239,1545,1-pentanol,octane,CCCCCO,CCCCCCCC,-4.1
77,112,p-hydroxybenzaldehyde,benzene,C1=CC(=CC=C1C=O)O,C1=CC=CC=C1,-9.73
27,55,"1,4-dioxane",anisole,C1COCCO1,COC1=CC=CC=C1,-5.06
1971,2565,isoquinoline,heptane-water,C1=CC=C2C=NC=CC2=C1,CCCCCCC.O,-1.38
525,695,propylamine,decanol,CCCN,CCCCCCCCCCO,-4.59
725,961,n-octane,fluorobenzene,CCCCCCCC,C1=CC=C(C=C1)F,-4.99
55,83,2-hexanone,benzene,CCCCC(=O)C,C1=CC=CC=C1,-5.76
638,868,"1,4-dioxane",dimethylformamide,C1COCCO1,CN(C)C=O,-5.03
302,446,dimethylamine,chloroform,CNC,C(Cl)(Cl)Cl,-3.69
718,953,butylacetate,ethylbenzene,CCCCCC(=O)[O-],CCC1=CC=CC=C1,-5.48
1662,2094,n-propane,water,CCC,O,1.96
624,854,water,diisopropylether,O,CC(C)OC(C)C,-3.58
7,33,n-octane,acetophenone,CCCCCCCC,CC(=O)C1=CC=CC=C1,-4.24
1280,1591,ethene,octanol,C=C,CCCCCCCCO,-0.27
803,1052,propylamine,heptanol,CCCN,CCCCCCCO,-4.8
1049,1329,formaldehyde,hexanol,C=O,CCCCCCO,-3.42
336,482,hydrazine,chloroform,NN,C(Cl)(Cl)Cl,-4.42
47,75,o-cresol,benzene,CC1=CC=CC=C1O,C1=CC=CC=C1,-7.44
2030,2635,"N,N-diethylacetamide",octanol-water,CCN(CC)C(=O)C,CCCCCCCCO.O,-0.46
106,144,ethanol,benzylalcohol,CCO,C1=CC=C(C=C1)CO,-4.84
349,497,"N,N-dimethylacetamide",chloroform,CC(=O)N(C)C,C(Cl)(Cl)Cl,-8.38
1079,1362,dimethylamine,isobutanol,CNC,CC(C)CO,-4.43
238,371,1-hexanol,chlorobenzene,CCCCCCO,C1=CC=C(C=C1)Cl,-5.98
213,262,"3,3-dimethylbutanone",butylbenzene,CC(=O)C(C)(C)C,CCCCC1=CC=CC=C1,-4.77
1144,1443,phenol,mesitylene,C1=CC=C(C=C1)O,CC1=CC(=CC(=C1)C)C,-6.8
1711,2144,m-cresol,water,CC1=CC(=CC=C1)O,O,-5.49
1560,1971,n-octane,tetrahydrofuran,CCCCCCCC,C1CCOC1,-5.39
793,1041,5-bromouracil,heptane,C1=C(C(=O)NC(=O)N1)Br,CCCCCCC,-12.73
1096,1379,toluene,isooctane,CC1=CC=CC=C1,CC(C)CC(C)(C)C,-4.68
1612,2037,ammonia,toluene,N,CC1=CC=CC=C1,-2.38
1539,1922,1-propanol,propanol,CCCO,CCCO,-5.29
2106,2725,"2,4-dimethylpyridine",acetonitrile,CC1=CC(=NC=C1)C,CC#N,-61.9
345,492,1-methylthymine,chloroform,CC1=CN(C(=O)NC1=O)C,C(Cl)(Cl)Cl,-9.71
523,693,1-decanol,decanol,CCCCCCCCCCO,CCCCCCCCCCO,-9.58
232,365,methanol,chlorobenzene,CO,C1=CC=C(C=C1)Cl,-2.44
644,874,ethanol,dimethylpyridine,CCO,CC1=C(N=CC=C1)C,-4.87
2055,2663,2-bromoanisole,octanol-water,COC1=CC=CC=C1Br,CCCCCCCCO.O,-3.9
1428,1753,fluorotrichloromethane,octanol,C(F)(Cl)(Cl)Cl,CCCCCCCCO,-2.63
533,703,1-butanol,dibromoethane,CCCCO,CC(Br)Br,-4.65
2159,2792,dimethylsulfone,dimethylsulfoxide,CS(=O)(=O)C,CS(=O)C,-56.9
603,831,uracil,diethylether,C1=CNC(=O)NC1=O,CCOCC,-15.03
1489,1855,1-pentanol,pentane,CCCCCO,CCCCC,-3.92
1893,2362,"1,2-ethanediamine",water,C(CN)N,O,-9.72
1426,1751,bromotoluene,octanol,CC1=CC=CC=C1Br,CCCCCCCCO,-6.36
1074,1355,butanal,isobutanol,CCCC=O,CC(C)CO,-4.82
2167,2800,p-cresol,dimethylsulfoxide,CC1=CC=C(C=C1)O,CS(=O)C,-53.9
60,92,ethylacetate,benzene,CCOC(=O)C,C1=CC=CC=C1,-4.53
1727,2162,2-butanone,water,CCC(=O)C,O,-3.64
92,130,benzamide,benzene,C1=CC=C(C=C1)C(=O)N,C1=CC=CC=C1,-9.93
666,896,"1,4-dioxane",ethanol,C1COCCO1,CCO,-4.68
1523,1896,methylamine,pentanol,CN,CCCCCO,-3.95
2129,2755,acetone,dimethylsulfoxide,CC(=O)C,CS(=O)C,-60.4
280,417,phenol,chloroform,C1=CC=C(C=C1)O,C(Cl)(Cl)Cl,-7.14
2133,2759,nitromethane,dimethylsulfoxide,C[N+](=O)[O-],CS(=O)C,-61.3
359,507,5-fluorouracil,chloroform,C1=C(C(=O)NC(=O)N1)F,C(Cl)(Cl)Cl,-14.31
2275,2939,phenol,water,C1=CC=C(C=C1)O,O,-71.9
1397,1719,bromotrifluoromethane,octanol,C(F)(F)(F)Br,CCCCCCCCO,-0.75
1922,2448,ethylparaben,water,CCOC(=O)C1=CC=C(C=C1)O,O,-9.2
847,1097,isopropanol,hexadecane,CC(C)O,CCCCCCCCCCCCCCCC,-2.47
1206,1507,1-pentanol,nonane,CCCCCO,CCCCCCCCC,-3.92
2144,2772,2-indanone,dimethylsulfoxide,C1C(=O)CC2=CC=CC=C21,CS(=O)C,-58.7
110,149,butylamine,benzylalcohol,CCCCN,C1=CC=C(C=C1)CO,-5.15
42,70,1-butanol,benzene,CCCCO,C1=CC=CC=C1,-4.45
125,164,"1,4-dioxane",bromobenzene,C1COCCO1,C1=CC=C(C=C1)Br,-5.02
204,253,aniline,butylacetate,C1=CC=C(C=C1)N,CCCCCC(=O)[O-],-7.3
1473,1814,4-methoxybenzoicacid,octanol,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N,CCCCCCCCO,-11.82
52,80,acetone,benzene,CC(=O)C,C1=CC=CC=C1,-3.79
545,769,m-xylene,diethylether,CC1=CC(=CC=C1)C,CCOCC,-5.56
68,103,dipropylamine,benzene,CCCNCCC,C1=CC=CC=C1,-5.09
1557,1968,butylacetate,tetrachloroethene,CCCCCC(=O)[O-],C(=C(Cl)Cl)(Cl)Cl,-5.35
1738,2174,butanoicacid,water,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,O,-6.36
2082,2698,cyanoaceticacid,acetonitrile,C(C#N)C(=O)O,CC#N,-50.8
1697,2130,naphthalene,water,C1=CC=C2C=CC=CC2=C1,O,-2.39
1424,1748,"2,3-dichlorobiphenyl",octanol,C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl,CCCCCCCCO,-9.23
183,229,2-butanone,butanone,CCC(=O)C,CCC(=O)C,-4.5
137,178,4-methylaniline,bromobenzene,CC1=CC=C(C=C1)N,C1=CC=C(C=C1)Br,-7.59
899,1157,aniline,hexadecane,C1=CC=C(C=C1)N,CCCCCCCCCCCCCCCC,-5.44
796,1044,toluene,heptanol,CC1=CC=CC=C1,CCCCCCCO,-4.33
132,173,butylamine,bromobenzene,CCCCN,C1=CC=C(C=C1)Br,-4.22
80,115,water,benzene,O,C1=CC=CC=C1,-1.71
2035,2640,n-butylurea,octanol-water,CCCCNC(=O)N,CCCCCCCCO.O,-0.56
758,1000,2-heptanone,heptane,CCCCCC(=O)C,CCCCCCC,-5.22
541,765,benzene,diethylether,C1=CC=CC=C1,CCOCC,-4.21
1019,1299,propylamine,hexane,CCCN,CCCCCC,-3.13
1565,1976,2-butanone,tetrahydrofuran,CCC(=O)C,C1CCOC1,-4.54
983,1248,iodoethane,hexadecane,CCI,CCCCCCCCCCCCCCCC,-3.51
2114,2737,n-butylamine,acetonitrile,CCCCN,CC#N,-75.7
165,209,"1,2-ethanediol",butanol,C(CO)O,CCCCO,-8.69
248,381,2-heptanone,chlorobenzene,CCCCCC(=O)C,C1=CC=C(C=C1)Cl,-6.46
1331,1645,acetophenone,octanol,CC(=O)C1=CC=CC=C1,CCCCCCCCO,-6.74
446,604,nitromethane,cyclohexane,C[N+](=O)[O-],C1CCCCC1,-2.86
1598,2020,ethylacetate,toluene,CCOC(=O)C,CC1=CC=CC=C1,-4.41
858,1108,1-decanol,hexadecane,CCCCCCCCCCO,CCCCCCCCCCCCCCCC,-7.68
1358,1679,2-nitropropane,octanol,CC(C)[N+](=O)[O-],CCCCCCCCO,-4.23
1653,2085,"E-1,2-dichloroethene",undecane,C(=C/Cl)\Cl,CCCCCCCCCCC,-3.6
97,135,n-octane,benzonitrile,CCCCCCCC,C1=CC=C(C=C1)C#N,-4.34
1591,2009,2-pentanone,toluene,CCCC(=O)C,CC1=CC=CC=C1,-5.02
805,1054,p-bromophenol,heptanol,C1=CC(=CC=C1O)Br,CCCCCCCO,-10.49
737,979,p-xylene,heptane,CC1=CC=C(C=C1)C,CCCCCCC,-5.52
1719,2154,t-butylmethylether,water,CC(C)(C)OC,O,-2.21
1941,2475,diiodomethane,water,C(I)I,O,-2.49
102,140,benzonitrile,benzonitrile,C1=CC=C(C=C1)C#N,C1=CC=C(C=C1)C#N,-7.28
434,591,bromobenzene,cyclohexane,C1=CC=C(C=C1)Br,C1CCCCC1,-5.29
74,109,"2,6-dimethylpyridine",benzene,CC1=NC(=CC=C1)C,C1=CC=CC=C1,-6.39
577,803,dipropylamine,diethylether,CCCNCCC,CCOCC,-4.96
1640,2067,triethylamine,triethylamine,CCN(CC)CC,CCN(CC)CC,-4.44
1864,2316,2-chlorobutane,water,CCC(C)Cl,O,0.07
1230,1536,2-methoxyethanol,nonanol,COCCO,CCCCCCCCCO,-5.61
918,1177,thiophenol,hexadecane,C1=CC=C(C=C1)S,CCCCCCCCCCCCCCCC,-5.61
1326,1640,2-pentanone,octanol,CCCC(=O)C,CCCCCCCCO,-4.35
2192,2832,2-nitrobenzoicacid,methanol,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],CO,-62.2
2166,2799,nitrousacid,dimethylsulfoxide,N(=O)O,CS(=O)C,-54.5
2128,2754,phenol,dimethylsulfoxide,C1=CC=C(C=C1)O,CS(=O)C,-54.2
762,1005,hexanoicacid,heptane,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCCC,-6.54
989,1263,n-octane,hexane,CCCCCCCC,CCCCCC,-5.46
388,539,phenol,cyclohexane,C1=CC=C(C=C1)O,C1CCCCC1,-5.57
235,368,1-butanol,chlorobenzene,CCCCO,C1=CC=C(C=C1)Cl,-4.31
2054,2662,pentachloroanisole,octanol-water,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,CCCCCCCCO.O,-7.43
267,404,toluene,chloroform,CC1=CC=CC=C1,C(Cl)(Cl)Cl,-5.48
1329,1643,"3,3-dimethylbutanone",octanol,CC(=O)C(C)(C)C,CCCCCCCCO,-4.53
1623,2048,1-butanol,tributylphosphate,CCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.28
117,156,1-propanol,bromobenzene,CCCO,C1=CC=C(C=C1)Br,-3.74
437,594,water,cyclohexane,O,C1CCCCC1,-0.39
673,903,ethanol,ethoxybenzene,CCO,CCOC1=CC=CC=C1,-3.45
249,382,propanoicacid,chlorobenzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=C(C=C1)Cl,-4.38
1990,2590,3-trifluoromethylphenylurea,octanol-water,C1=CC(=CC(=C1)NC(=O)N)C(F)(F)F,CCCCCCCCO.O,-3.15
1574,1992,water,tetralin,O,C1CCC2=CC=CC=C2C1,0.07
2362,3033,dimethylsulfide,water,CSC,O,-64.5
94,132,3-methylaniline,benzene,CC1=CC(=CC=C1)N,C1=CC=CC=C1,-7.61
2121,2744,cyanamide,dimethylsulfoxide,C(#N)N,CS(=O)C,-59.5
33,61,n-hexane,benzene,CCCCCC,C1=CC=CC=C1,-3.62
2004,2604,2-cyanopyrrole,octanol-water,C1=CNC(=C1)C#N,CCCCCCCCO.O,-1.54
2164,2797,methanesulfonamide,dimethylsulfoxide,CS(=O)(=O)N,CS(=O)C,-57.5
448,606,pyrrole,cyclohexane,C1=CNC=C1,C1CCCCC1,-3.77
1469,1809,N-(3-hydroxyphenyl)acetamide,octanol,CC(=O)NC1=CC(=CC=C1)O,CCCCCCCCO,-14.93
716,950,ethylacetate,ethylbenzene,CCOC(=O)C,CCC1=CC=CC=C1,-4.31
1728,2163,cyclopentanone,water,C1CCC(=O)C1,O,-4.68
2060,2668,4-cyanopyridine,octanol-water,C1=CN=CC=C1C#N,CCCCCCCCO.O,-0.63
0,26,n-octane,acetonitrile,CCCCCCCC,CC#N,-3.57
2258,2918,acetonitrile,water,CC#N,O,-66.6
1101,1384,1-pentanol,isooctane,CCCCCO,CC(C)CC(C)(C)C,-4.17
1108,1391,pentanal,isooctane,CCCCC=O,CC(C)CC(C)(C)C,-4.24
1672,2104,"2,2,4-trimethylpentane",water,CC(C)CC(C)(C)C,O,2.85
82,117,triethylphosphate,benzene,CCOP(=O)(OCC)OCC,C1=CC=CC=C1,-8.58
1481,1844,propylacetate,pentadecane,CCCCC(=O)O,CCCCCCCCCCCCCCC,-3.91
1761,2204,2-methylpyridine,water,CC1=CC=CC=N1,O,-4.63
676,907,nitromethane,ethoxybenzene,C[N+](=O)[O-],CCOC1=CC=CC=C1,-4.45
2063,2671,methylphenylsulfone,octanol-water,CS(=O)(=O)C1=CC=CC=C1,CCCCCCCCO.O,-0.68
1987,2584,4-chlorophenylurea,octanol-water,C1=CC(=CC=C1NC(=O)N)Cl,CCCCCCCCO.O,-2.45
1046,1326,o-cresol,hexanol,CC1=CC=CC=C1O,CCCCCCO,-8.76
1460,1800,methylparaben,octanol,COC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-12.18
770,1018,aniline,heptane,C1=CC=C(C=C1)N,CCCCCCC,-5.38
1657,2089,bromoform,undecane,C(Br)(Br)Br,CCCCCCCCCCC,-4.84
1749,2192,trimethylamine,water,CN(C)C,O,-3.23
517,687,n-decane,decane,CCCCCCCCCC,CCCCCCCCCC,-6.53
2042,2650,fluoroacetamide,octanol-water,C(C(=O)N)F,CCCCCCCCO.O,1.43
404,555,2-heptanone,cyclohexane,CCCCCC(=O)C,C1CCCCC1,-5.47
384,535,isopropanol,cyclohexane,CC(C)O,C1CCCCC1,-2.37
2011,2611,"5-methyl-1,2-dithiol-3-thione",octanol-water,CC1=CC(=S)SS1,CCCCCCCCO.O,-2.55
1830,2275,"1,1,2-trichloro-1,2,2-trifluoroethane",water,C(C(F)(Cl)Cl)(F)(F)Cl,O,1.77
104,142,n-octane,benzylalcohol,CCCCCCCC,C1=CC=C(C=C1)CO,-3.77
2257,2917,acetylene,water,C#C,O,-76.5
688,919,"1,4-dioxane",ethylacetate,C1COCCO1,CCOC(=O)C,-5.03
1788,2233,butenyne,water,C=CC#C,O,0.04
826,1076,1-butene,hexadecane,CCC=C,CCCCCCCCCCCCCCCC,-2.03
1240,1546,phenol,octane,C1=CC=C(C=C1)O,CCCCCCCC,-5.47
62,95,butylacetate,benzene,CCCCCC(=O)[O-],C1=CC=CC=C1,-5.78
1305,1617,phenol,octanol,C1=CC=C(C=C1)O,CCCCCCCCO,-8.69
852,1102,phenol,hexadecane,C1=CC=C(C=C1)O,CCCCCCCCCCCCCCCC,-5.14
1849,2299,1-octanol,water,CCCCCCCCO,O,-4.09
1262,1573,2-ethylpyrazine,octane,CCC1=NC=CN=C1,CCCCCCCC,-5.51
223,275,2-butanone,carbondisulfide,CCC(=O)C,C(=S)=S,-3.85
145,186,methanol,bromoform,CO,C(Br)(Br)Br,-2.79
1088,1371,hydrogenperoxide,isobutanol,OO,CC(C)CO,-7.93
373,524,n-octane,cyclohexane,CCCCCCCC,C1CCCCC1,-5.63
1947,2481,2-iodopropane,water,CC(C)I,O,-0.46
1142,1429,isopropylbenzene,isopropylbenzene,CC(C)C1=CC=CC=C1,CC(C)C1=CC=CC=C1,-6.04
2265,2927,acrylicacid,water,CC1=CC(=C(C=C1)OC)CCN,O,-74.0
2048,2656,2-fluoroanisole,octanol-water,COC1=CC=CC=C1F,CCCCCCCCO.O,-2.92
1274,1585,2-methylpropane,octanol,CC(C)C,CCCCCCCCO,-1.45
1265,1576,4-methylaniline,octane,CC1=CC=C(C=C1)N,CCCCCCCC,-6.0
2116,2739,t-butanol,acetonitrile,CC(C)(C)O,CC#N,-82.4
1735,2170,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-4.58
9,35,ethanol,acetophenone,CCO,CC(=O)C1=CC=CC=C1,-4.12
449,607,quinoline,cyclohexane,C1=CC=C2C(=C1)C=CC=N2,C1CCCCC1,-7.38
708,940,o-cresol,ethylbenzene,CC1=CC=CC=C1O,CCC1=CC=CC=C1,-7.25
255,392,propylamine,chlorobenzene,CCCN,C1=CC=C(C=C1)Cl,-3.59
882,1133,propanoicacid,hexadecane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCCCCCCCCCCCC,-3.12
1617,2042,g-butyrolactone,toluene,C1CC(=O)OC1,CC1=CC=CC=C1,-4.7
389,540,1-hexanol,cyclohexane,CCCCCCO,C1CCCCC1,-5.31
1797,2242,chloroform,water,C(Cl)(Cl)Cl,O,-1.07
2268,2931,ethanol,water,CCO,O,-90.7
1581,1999,1-butanol,toluene,CCCCO,CC1=CC=CC=C1,-4.31
908,1166,propionitrile,hexadecane,CCC#N,CCCCCCCCCCCCCCCC,-2.84
924,1184,fluorobenzene,hexadecane,C1=CC=C(C=C1)F,CCCCCCCCCCCCCCCC,-4.03
751,993,anisole,heptane,COC1=CC=CC=C1,CCCCCCC,-5.35
2250,2905,"1,2-ethanediol",water,C(CO)O,O,-73.3
460,619,propanoicacid,cyclohexanone,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1CCC(=O)CC1,-7.18
2178,2811,aniline,dimethylsulfoxide,C1=CC=C(C=C1)N,CS(=O)C,-79.8
1224,1530,toluene,nonanol,CC1=CC=CC=C1,CCCCCCCCCO,-4.34
1168,1467,n-octane,methylformamide,CCCCCCCC,CNC=O,-3.34
958,1221,1-octanol,hexadecane,CCCCCCCCO,CCCCCCCCCCCCCCCC,-6.3
501,666,2-pentanone,decane,CCCC(=O)C,CCCCCCCCCC,-3.93
739,981,anthracene,heptane,C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCCCCCC,-10.0
40,68,1-propanol,benzene,CCCO,C1=CC=CC=C1,-3.87
868,1118,butanal,hexadecane,CCCC=O,CCCCCCCCCCCCCCCC,-3.1
731,967,nitromethane,fluorobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)F,-4.62
539,709,p-bromophenol,dibromoethane,C1=CC(=CC=C1O)Br,CC(Br)Br,-9.01
1201,1502,g-butyrolactone,nitromethane,C1CC(=O)OC1,C[N+](=O)[O-],-5.45
1339,1659,ethylamine,octanol,CCN,CCCCCCCCO,-4.09
697,929,uracil,ethylacetate,C1=CNC(=O)NC1=O,CCOC(=O)C,-15.43
1780,2224,thiophenol,water,C1=CC=C(C=C1)S,O,-2.55
1905,2377,"1,1-diethoxyethane",water,CCOC(C)OCC,O,-3.28
1883,2350,tetramethylsilane,water,C[Si](C)(C)C,O,3.04
1371,1693,3-ethyl-2-methoxypyrazine,octanol,CCC1=NC=CN=C1OC,CCCCCCCCO,-6.85
1145,1444,2-butanone,mesitylene,CCC(=O)C,CC1=CC(=CC(=C1)C)C,-3.95
1031,1311,bromoform,hexane,C(Br)(Br)Br,CCCCCC,-4.38
372,523,n-pentane,cyclohexane,CCCCC,C1CCCCC1,-3.5
667,897,2-butanone,ethanol,CCC(=O)C,CCO,-4.32
1431,1766,"N,N-dimethylformamide",octanol,CN(C)C=O,CCCCCCCCO,-6.14
2331,3001,4-methylaniline,water,CC1=CC=C(C=C1)N,O,-69.8
357,505,N-methyl-2-pyrrolidinone,chloroform,CN1CCCC1=O,C(Cl)(Cl)Cl,-9.82
967,1232,bromotoluene,hexadecane,CC1=CC=CC=C1Br,CCCCCCCCCCCCCCCC,-6.36
783,1031,2-octanone,heptane,CCCCCCC(=O)C,CCCCCCC,-5.68
735,977,o-xylene,heptane,CC1=CC=CC=C1C,CCCCCCC,-5.52
1353,1673,acetonitrile,octanol,CC#N,CCCCCCCCO,-3.15
1035,1315,triethylphosphate,hexane,CCOP(=O)(OCC)OCC,CCCCCC,-6.78
970,1235,dimethylmethylphosphonate,hexadecane,COP(=O)(C)OC,CCCCCCCCCCCCCCCC,-5.43
470,630,propanoicacid,decalin,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1CCC2CCCCC2C1,-4.42
2039,2644,2-piperidinone,octanol-water,C1CCNC(=O)C1,CCCCCCCCO.O,0.63
2228,2881,4-chloroaniline,methanol,C1=CC(=CC=C1N)Cl,CO,-75.5
2206,2857,cyclopropanecarboxylicacid,methanol,C1CC1C(=O)O,CO,-71.7
1396,1718,p-dibromobenzene,octanol,C1=CC(=CC=C1Br)Br,CCCCCCCCO,-7.47
1536,1919,n-octane,propanol,CCCCCCCC,CCCO,-4.39
1767,2210,"2,6-dimethylpyridine",water,CC1=NC(=CC=C1)C,O,-4.6
2066,2676,phenol,acetonitrile,C1=CC=C(C=C1)O,CC#N,-55.1
1549,1932,nitromethane,pyridine,C[N+](=O)[O-],C1=CC=NC=C1,-5.11
1328,1642,2-hexanone,octanol,CCCCC(=O)C,CCCCCCCCO,-5.02
1845,2293,methylamine,water,CN,O,-4.56
2044,2652,trichloroacetamide,octanol-water,C(=O)(C(Cl)(Cl)Cl)N,CCCCCCCCO.O,-1.41
1425,1750,3-bromopropene,octanol,C=CCBr,CCCCCCCCO,-3.3
1464,1804,pentachloronitrobenzene,octanol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],CCCCCCCCO,-11.55
1555,1965,ethylacetate,tetrachloroethene,CCOC(=O)C,C(=C(Cl)Cl)(Cl)Cl,-4.22
1951,2538,phenylurea,chloroform-water,C1=CC=C(C=C1)NC(=O)N,C(Cl)(Cl)Cl.O,0.86
1250,1556,"3,3-dimethylbutanone",octane,CC(=O)C(C)(C)C,CCCCCCCC,-4.21
1699,2132,methanol,water,CO,O,-5.11
1252,1560,ethylacetate,octane,CCOC(=O)C,CCCCCCCC,-3.48
2297,2965,dimethylsulfoxide,water,CS(=O)C,O,-67.7
2195,2837,3-cyanobenzoicacid,methanol,C1=CC(=CC(=C1)C(=O)O)C#N,CO,-59.0
1236,1542,ethanol,octane,CCO,CCCCCCCC,-2.15
885,1137,methylformate,hexadecane,COC=O,CCCCCCCCCCCCCCCC,-1.99
79,114,ammonia,benzene,N,C1=CC=CC=C1,-1.12
1172,1471,2-butanone,methylformamide,CCC(=O)C,CNC=O,-4.34
814,1063,n-hexadecane,hexadecane,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,-10.52
1756,2199,"N,N'-dimethylpiperazine",water,CN1CCN(CC1)C,O,-7.58
671,901,n-octane,ethoxybenzene,CCCCCCCC,CCOC1=CC=CC=C1,-4.75
2071,2683,"2,4,6-trimethylbenzoicacid",acetonitrile,CC1=CC(=C(C(=C1)C)C(=O)O)C,CC#N,-54.4
1917,2442,acetylsalicylicacid,water,CC(=O)OC1=CC=CC=C1C(=O)O,O,-9.94
57,86,propanoicacid,benzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=CC=C1,-4.75
133,174,aniline,bromobenzene,C1=CC=C(C=C1)N,C1=CC=C(C=C1)Br,-6.66
1140,1427,butylamine,isopropylbenzene,CCCCN,CC(C)C1=CC=CC=C1,-4.06
933,1193,2-chloropropane,hexadecane,CC(C)Cl,CCCCCCCCCCCCCCCC,-2.69
928,1188,chloroform,hexadecane,C(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-3.38
823,1072,methylcyclohexane,hexadecane,CC1CCCCC1,CCCCCCCCCCCCCCCC,-4.43
1432,1767,N-methylformamide,octanol,CNC=O,CCCCCCCCO,-6.97
2132,2758,4-nitrophenol,dimethylsulfoxide,C1=CC(=CC=C1[N+](=O)[O-])O,CS(=O)C,-45.4
1531,1905,propylacetate,perfluorobenzene,CCCCC(=O)O,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.06
1214,1515,"3,3-dimethylbutanone",nonane,CC(=O)C(C)(C)C,CCCCCCCCC,-4.19
504,669,2-heptanone,decane,CCCCCC(=O)C,CCCCCCCCCC,-5.18
2337,3008,1-aminonaphthalene,water,C1=CC=C2C(=C1)C=CC=C2N,O,-67.4
347,494,fluorotrichloromethane,chloroform,C(F)(Cl)(Cl)Cl,C(Cl)(Cl)Cl,-2.62
386,537,t-butanol,cyclohexane,CC(C)(C)O,C1CCCCC1,-2.93
1024,1304,1-nitrobutane,hexane,CCCC[N+](=O)[O-],CCCCCC,-4.64
1384,1706,chlorobenzene,octanol,C1=CC=C(C=C1)Cl,CCCCCCCCO,-5.0
894,1152,trimethylamine,hexadecane,CN(C)C,CCCCCCCCCCCCCCCC,-2.21
828,1078,1-hexene,hexadecane,CCCCC=C,CCCCCCCCCCCCCCCC,-3.51
2305,2975,2-chlorophenol,water,C1=CC=C(C(=C1)O)Cl,O,-66.1
475,640,aniline,decalin,C1=CC=C(C=C1)N,C1CCC2CCCCC2C1,-5.78
1683,2116,1-pentene,water,CCCC=C,O,1.66
2014,2618,"1,2-benzodithiole-3-thione",octanol-water,C1=CC=C2C(=C1)C(=S)SS2,CCCCCCCCO.O,-4.87
2008,2608,isoquinoline,octanol-water,C1=CC=C2C=NC=CC2=C1,CCCCCCCCO.O,-2.84
1983,2579,3-trifluoromethylacetanilide,octanol-water,CC(=O)NC1=CC=CC(=C1)C(F)(F)F,CCCCCCCCO.O,-3.25
1909,2383,imidazole,water,C1=CN=CN1,O,-9.81
652,882,2-butanone,dimethylsulfoxide,CCC(=O)C,CS(=O)C,-4.23
172,218,ethylamine,butanol,CCN,CCCCO,-4.5
1474,1816,tolfenamicacid,octanol,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,CCCCCCCCO,-13.76
1149,1448,2-heptanone,mesitylene,CCCCCC(=O)C,CC1=CC(=CC(=C1)C)C,-5.99
38,66,methanol,benzene,CO,C1=CC=CC=C1,-2.58
1554,1962,acetone,tetrachloroethene,CC(=O)C,C(=C(Cl)Cl)(Cl)Cl,-3.09
713,945,2-hexanone,ethylbenzene,CCCCC(=O)C,CCC1=CC=CC=C1,-5.49
90,128,nitromethane,benzene,C[N+](=O)[O-],C1=CC=CC=C1,-4.5
166,210,1-butanol,butanol,CCCCO,CCCCO,-6.03
1205,1506,1-butanol,nonane,CCCCO,CCCCCCCCC,-3.77
875,1125,3-pentanone,hexadecane,CCC(=O)CC,CCCCCCCCCCCCCCCC,-3.83
1846,2294,hydrazine,water,NN,O,-6.26
2170,2803,pyrazole,dimethylsulfoxide,C1=CNN=C1,CS(=O)C,-54.2
2304,2974,"1,1,1,3,3,3-hexafluoropropan-2-ol",water,C(C(F)(F)F)(C(F)(F)F)O,O,-65.5
1093,1376,1-butene,isooctane,CCC=C,CC(C)CC(C)(C)C,-2.26
1155,1454,2-butanone,methoxyethanol,CCC(=O)C,COCCO,-4.28
1324,1638,2-butanone,octanol,CCC(=O)C,CCCCCCCCO,-3.78
1861,2313,octafluoropropane,water,C(C(F)(F)F)(C(F)(F)F)(F)F,O,4.28
1350,1670,3-methylpyridine,octanol,CC1=CN=CC=C1,CCCCCCCCO,-6.4
510,680,butylamine,decane,CCCCN,CCCCCCCCCC,-3.55
