Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
fenbufen;octanol;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;CCCCCCCCO;-17.12
1-hexene;water;CCCCC=C;O;1.68
n-octane;octanol;CCCCCCCC;CCCCCCCCO;-4.18
n-pentane;cyclohexane;CCCCC;C1CCCCC1;-3.5
2,3-dihydro-2,2-dimethyl-7-benzofuranylmethylcarbamate(carbofuran);water;CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C;O;-9.6
1,4-dioxane;triethylamine;C1COCCO1;CCN(CC)CC;-4.41
g-butyrolactone;octanol;C1CC(=O)OC1;CCCCCCCCO;-6.83
p-cresol;nitrobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)[N+](=O)[O-];-8.13
chlorobenzene;hexane;C1=CC=C(C=C1)Cl;CCCCCC;-5.14
paracetamol;octanol;CC(=O)NC1=CC=C(C=C1)O;CCCCCCCCO;-15.46
2-pentanone;carbontet;CCCC(=O)C;C(Cl)(Cl)(Cl)Cl;-4.81
methanol;carbontet;CO;C(Cl)(Cl)(Cl)Cl;-2.25
3,5,5-trimethyl-2-cyclohexen-1-one(isophorone);water;CC1=CC(=O)CC(C1)(C)C;O;-5.2
1-heptanol;chlorobenzene;CCCCCCCO;C1=CC=C(C=C1)Cl;-6.78
naphthalene;diisopropylether;C1=CC=C2C=CC=CC2=C1;CC(C)OC(C)C;-7.24
2,6-dichlorobenzonitrile;octanol;C1=CC(=C(C(=C1)Cl)C#N)Cl;CCCCCCCCO;-9.18
pyrrole;octanol;C1=CNC=C1;CCCCCCCCO;-5.28
n-octane;aniline;CCCCCCCC;C1=CC=C(C=C1)N;-3.48
propanoicacid;chloroform;CCC(=O)O;C(Cl)(Cl)Cl;-5.37
hydrogenperoxide;cyclohexanone;OO;C1CCC(=O)CC1;-9.11
1-heptanol;dichloroethane;CCCCCCCO;CC(Cl)Cl;-6.79
benzonitrile;cyclohexane;C1=CC=C(C=C1)C#N;C1CCCCC1;-5.54
6-chlorouracil;water;C1=C(NC(=O)NC1=O)Cl;O;-15.83
1-propanol;octane;CCCO;CCCCCCCC;-2.76
2-heptanone;hexane;CCCCCC(=O)C;CCCCCC;-5.36
1-nitrobutane;water;CCCC[N+](=O)[O-];O;-3.08
ethylamine;nonane;CCN;CCCCCCCCC;-1.98
propene;octanol;CC=C;CCCCCCCCO;-1.14
3,3-dimethylbutanone;decane;CC(=O)C(C)(C)C;CCCCCCCCCC;-4.15
butylacetate;cyclohexane;CCCCCC(=O)[O-];C1CCCCC1;-4.94
pentylacetate;heptane;CCCCCOC(=O)C;CCCCCCC;-5.42
dipropylamine;isobutanol;CCCNCCC;CC(C)CO;-5.87
2-pentanone;ethylbenzene;CCCC(=O)C;CCC1=CC=CC=C1;-4.85
m-cresol;chloroform;CC1=CC(=CC=C1)O;C(Cl)(Cl)Cl;-6.7
3,3-dimethylbutanone;chlorobenzene;CC(=O)C(C)(C)C;C1=CC=C(C=C1)Cl;-5.25
methanol;hexane;CO;CCCCCC;-1.49
anthracene;water;C1=CC=C2C=C3C=CC=CC3=CC2=C1;O;-4.23
t-butylmethylether;water;CC(C)(C)OC;O;-2.21
2-butanone;cyclohexane;CCC(=O)C;C1CCCCC1;-3.48
5-bromouracil;heptane;C1=C(C(=O)NC(=O)N1)Br;CCCCCCC;-12.73
acetamide;hexadecane;CC(=O)N;CCCCCCCCCCCCCCCC;-3.33
isobutanol;isobutanol;CC(C)CO;CC(C)CO;-5.79
methylpentanoate;pentane;CCCCC(=O)OC;CCCCC;-4.96
2-pentanone;trimethylbenzene;CCCC(=O)C;CC1=C(C(=CC=C1)C)C;-4.83
anisole;cyclohexane;COC1=CC=CC=C1;C1CCCCC1;-5.38
1-butanol;hexadecane;CCCCO;CCCCCCCCCCCCCCCC;-3.55
methanol;nitrobenzene;CO;C1=CC=C(C=C1)[N+](=O)[O-];-2.93
fluorobenzene;heptane;C1=CC=C(C=C1)F;CCCCCCC;-4.13
p-hydroxybenzaldehyde;diethylether;C1=CC(=CC=C1C=O)O;CCOCC;-12.07
quinoline;chloroform;C1=CC=C2C(=C1)C=CC=N2;C(Cl)(Cl)Cl;-10.23
trimethylamine;octanol;CN(C)C;CCCCCCCCO;-3.6
chlorobenzene;decanol;C1=CC=C(C=C1)Cl;CCCCCCCCCCO;-4.83
aniline;carbontet;C1=CC=C(C=C1)N;C(Cl)(Cl)(Cl)Cl;-6.1
2-heptanone;water;CCCCCC(=O)C;O;-3.04
2-methoxyethanol;tributylphosphate;COCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.14
n-octane;chloroform;CCCCCCCC;C(Cl)(Cl)Cl;-5.25
isopropylether;hexadecane;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-4.02
p-cresol;butylacetate;CC1=CC=C(C=C1)O;CCCCCC(=O)[O-];-9.28
1-pentanol;cyclohexane;CCCCCO;C1CCCCC1;-3.61
ethanol;2methylpyridine;CCO;CC1=CC=CC=N1;-5.01
naphthalene;chloroform;C1=CC=C2C=CC=CC2=C1;C(Cl)(Cl)Cl;-7.89
butylacetate;perfluorobenzene;CCCCCC(=O)[O-];C1(=C(C(=C(C(=C1F)F)F)F)F)F;-5.52
anisole;chloroform;COC1=CC=CC=C1;C(Cl)(Cl)Cl;-6.24
toluene;chlorobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)Cl;-5.18
diethylether;diethylether;CCOCC;CCOCC;-3.39
nitromethane;butanone;C[N+](=O)[O-];CCC(=O)C;-5.24
1,4-dichlorobenzene;cyclohexane;C1=CC(=CC=C1Cl)Cl;C1CCCCC1;-5.89
anisole;water;COC1=CC=CC=C1;O;-2.45
n-octane;cyclohexanone;CCCCCCCC;C1CCC(=O)CC1;-4.57
hydrogenperoxide;pentanol;OO;CCCCCO;-7.46
butylacetate;xylene;CCCCCC(=O)[O-];CC1=CC=C(C=C1)C;-5.4
dimethyl5-(4-chloro)bicyclo[3.2.0]heptylphosphate;water;COP(=O)(OC)OC1=C(Cl)C2CC=CC12;O;-7.28
2-heptanone;chlorobenzene;CCCCCC(=O)C;C1=CC=C(C=C1)Cl;-6.46
butanoicacid;nitrobenzene;CCCC(=O)O;C1=CC=C(C=C1)[N+](=O)[O-];-5.84
2-methylpropane;hexadecane;CC(C)C;CCCCCCCCCCCCCCCC;-1.92
isopropylether;water;CC(C)OC(C)C;O;-0.53
chlorobenzene;octanol;C1=CC=C(C=C1)Cl;CCCCCCCCO;-5.0
aceticacid;butanol;CC(=O)O;CCCCO;-6.81
1-propanol;water;CCCO;O;-4.83
2,6-dichlorothiobenzamide;water;C1=CC(=C(C(=C1)Cl)C(=S)N)Cl;O;-10.81
octafluorocyclobutane;water;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;O;3.43
pentachloronitrobenzene;water;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-];O;-5.22
1-nitrobutane;octanol;CCCC[N+](=O)[O-];CCCCCCCCO;-5.11
5-amino-4-chloro-2-phenyl-3-(2H)-pyridazinone(pyrazon);water;C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl;O;-16.4
1,2-ethanediol;butylacetate;C(CO)O;CCCCCC(=O)[O-];-6.27
toluene;nitromethane;CC1=CC=CC=C1;C[N+](=O)[O-];-4.52
p-bromophenol;cyclohexane;C1=CC(=CC=C1O)Br;C1CCCCC1;-7.14
dimethylamine;water;CNC;O;-4.29
N-methylaniline;hexadecane;CNC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.19
urea;diethylether;C(=O)(N)N;CCOCC;-9.11
ethylamine;hexadecane;CCN;CCCCCCCCCCCCCCCC;-2.29
p-cresol;hexadecane;CC1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.88
pentylacetate;isopropylbenzene;CCCCCOC(=O)C;CC(C)C1=CC=CC=C1;-6.13
cis-1,2-dimethylcyclohexane;water;CC1CCCCC1C;O;1.58
phenol;diisopropylether;C1=CC=C(C=C1)O;CC(C)OC(C)C;-8.35
methylbutanoate;octanol;CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-4.59
hexanoicacid;secbutanol;CCCCCC(=O)O;CCC(C)O;-8.11
o-cresol;xylene;CC1=CC=CC=C1O;CC1=CC=C(C=C1)C;-7.25
ethylbenzene;water;CCC1=CC=CC=C1;O;-0.8
toluene;phenylether;CC1=CC=CC=C1;C1=CC=C(C=C1)OC2=CC=CC=C2;-4.86
1,4-dioxane;octanol;C1COCCO1;CCCCCCCCO;-4.89
acetophenone;carbontet;CC(=O)C1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-7.1
butylamine;tetrahydrothiophenedioxide;CCCCN;C1CCS(=O)(=O)C1;-4.25
2-methyl-1-nitrobenzene;hexadecane;CC1=CC=CC=C1[N+](=O)[O-];CCCCCCCCCCCCCCCC;-6.52
p-bromophenol;carbontet;C1=CC(=CC=C1O)Br;C(Cl)(Cl)(Cl)Cl;-7.86
ethanol;decane;CCO;CCCCCCCCCC;-2.44
5-chlorouracil;octanol;C1=C(C(=O)NC(=O)N1)Cl;CCCCCCCCO;-17.26
n-pentane;octanol;CCCCC;CCCCCCCCO;-2.45
1,4-dioxane;acetonitrile;C1COCCO1;CC#N;-5.33
aceticacid;cyclohexane;CC(=O)O;C1CCCCC1;-1.73
1,4-dichlorobenzene;chloroform;C1=CC(=CC=C1Cl)Cl;C(Cl)(Cl)Cl;-6.32
1,1-dichloro-2,2-difluoroethylmethylether;hexadecane;CC1=CC(=O)CC(C1)(C)C;CCCCCCCCCCCCCCCC;-3.9
n-octane;methylenechloride;CCCCCCCC;C(Cl)Cl;-5.18
1-chloropropane;hexadecane;CCCCl;CCCCCCCCCCCCCCCC;-2.86
benzene;heptanol;C1=CC=CC=C1;CCCCCCCO;-3.73
nitromethane;ethoxybenzene;C[N+](=O)[O-];CCOC1=CC=CC=C1;-4.45
n-octane;ethylacetate;CCCCCCCC;CCOC(=O)C;-4.72
n-dodecane;dodecane;CCCCCCCCCCCC;CCCCCCCCCCCC;-7.83
3-methylaniline;octanol;CC1=CC(=CC=C1)N;CCCCCCCCO;-7.57
2-hexanone;isopropylbenzene;CCCCC(=O)C;CC(C)C1=CC=CC=C1;-5.39
aceticacid;chloroform;CC(=O)O;C(Cl)(Cl)Cl;-4.74
ethanol;dimethylsulfoxide;CCO;CS(=O)C;-5.25
o-cresol;nonane;CC1=CC=CC=C1O;CCCCCCCCC;-6.2
hexanoicacid;butanol;CCCCCC(=O)O;CCCCO;-8.75
ethylbenzene;chloroform;CCC1=CC=CC=C1;C(Cl)(Cl)Cl;-5.84
3-bromopropene;hexadecane;C=CCBr;CCCCCCCCCCCCCCCC;-3.42
methylhexanoate;octane;CCCCCC(=O)OC;CCCCCCCC;-5.53
ethyne;octanol;C#C;CCCCCCCCO;-0.51
2-heptanone;decane;CCCCCC(=O)C;CCCCCCCCCC;-5.18
ethanol;tributylphosphate;CCO;CCCCOP(=O)(OCCCC)OCCCC;-4.57
ethanol;octanol;CCO;CCCCCCCCO;-4.36
methylamine;isobutanol;CN;CC(C)CO;-4.56
methylformate;hexadecane;COC=O;CCCCCCCCCCCCCCCC;-1.99
2-heptanone;octanol;CCCCCC(=O)C;CCCCCCCCO;-5.65
triethylphosphate;benzene;CCOP(=O)(OCC)OCC;C1=CC=CC=C1;-8.58
thioanisole;carbontet;CSC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.66
methylcyclohexane;hexadecyliodide;CC1CCCCC1;CCCCCCCCCCCCCCCCI;-4.07
pyridine;water;C1=CC=NC=C1;O;-4.7
2-butanone;chlorobenzene;CCC(=O)C;C1=CC=C(C=C1)Cl;-4.47
1-amino-anthraquinone;water;C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N;O;-8.0
2-methylpropene;water;CC(=C)C;O;1.16
nitromethane;methylformamide;C[N+](=O)[O-];CNC=O;-5.11
ethanol;xylene;CCO;CC1=CC=C(C=C1)C;-3.42
1-butanol;pentane;CCCCO;CCCCC;-3.77
nitromethane;diethylether;C[N+](=O)[O-];CCOCC;-4.19
m-cresol;diethylether;CC1=CC(=CC=C1)O;CCOCC;-7.95
methylpentanoate;nonane;CCCCC(=O)OC;CCCCCCCCC;-4.85
butanoicacid;isopropylbenzene;CCCC(=O)O;CC(C)C1=CC=CC=C1;-4.93
nitromethane;methoxyethanol;C[N+](=O)[O-];COCCO;-5.06
m-cresol;decalin;CC1=CC(=CC=C1)O;C1CCC2CCCCC2C1;-5.11
pentylacetate;pentane;CCCCCOC(=O)C;CCCCC;-5.62
ethanol;hexadecane;CCO;CCCCCCCCCCCCCCCC;-2.03
benzonitrile;water;C1=CC=C(C=C1)C#N;O;-4.1
methylperoxide;water;COOC;O;-5.28
ethanol;dodecane;CCO;CCCCCCCCCCCC;-2.06
n-octane;hexadecane;CCCCCCCC;CCCCCCCCCCCCCCCC;-5.02
trimethylamine;ethylbenzene;CN(C)C;CCC1=CC=CC=C1;-2.64
benzene;nonanol;C1=CC=CC=C1;CCCCCCCCCO;-3.82
hexanoicacid;diisopropylether;CCCCCC(=O)O;CC(C)OC(C)C;-8.23
p-hydroxybenzaldehyde;benzene;C1=CC(=CC=C1C=O)O;C1=CC=CC=C1;-9.73
pentylacetate;bromobenzene;CCCCCOC(=O)C;C1=CC=C(C=C1)Br;-6.35
2-methylaniline;water;CC1=CC=CC=C1N;O;-5.56
nitromethane;diisopropylether;C[N+](=O)[O-];CC(C)OC(C)C;-3.9
methylpentanoate;carbontet;CCCCC(=O)OC;C(Cl)(Cl)(Cl)Cl;-5.71
N,N-dimethylacetamide;chloroform;CC(=O)N(C)C;C(Cl)(Cl)Cl;-8.38
2-pentanone;pentane;CCCC(=O)C;CCCCC;-4.16
2-hexanone;nonane;CCCCC(=O)C;CCCCCCCCC;-4.59
phenol;4methyl2pentanone;C1=CC=C(C=C1)O;CC(C)CC(=O)C;-9.38
toluene;iodobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)I;-4.99
2-hexanone;hexane;CCCCC(=O)C;CCCCCC;-4.68
1-bromo-1,2,2,2-tetrafluoroethane;water;C(C(F)(F)F)(F)Br;O;0.52
butylamine;anisole;CCCCN;COC1=CC=CC=C1;-4.44
m-cresol;iodobenzene;CC1=CC(=CC=C1)O;C1=CC=C(C=C1)I;-6.04
methanol;bromobenzene;CO;C1=CC=C(C=C1)Br;-2.31
n-hexane;benzene;CCCCCC;C1=CC=CC=C1;-3.62
propanoicacid;ethylacetate;CCC(=O)O;CCOC(=O)C;-6.95
butylacetate;heptane;CCCCCC(=O)[O-];CCCCCCC;-4.83
p-bromophenol;nonanol;C1=CC(=CC=C1O)Br;CCCCCCCCCO;-10.36
formaldehyde;octanol;C=O;CCCCCCCCO;-3.23
n-butane;octanol;CCCC;CCCCCCCCO;-1.86
2-nitropropane;water;CC(C)[N+](=O)[O-];O;-3.14
propylamine;dichloroethane;CCCN;CC(Cl)Cl;-4.04
ethylacetate;cyclohexane;CCOC(=O)C;C1CCCCC1;-3.56
acetonitrile;cyclohexane;CC#N;C1CCCCC1;-1.87
p-xylene;hexane;CC1=CC=C(C=C1)C;CCCCCC;-5.01
3,3-dimethylbutanone;butylbenzene;CC(=O)C(C)(C)C;CCCCC1=CC=CC=C1;-4.77
n-octane;triethylamine;CCCCCCCC;CCN(CC)CC;-5.62
1-butanol;chlorobenzene;CCCCO;C1=CC=C(C=C1)Cl;-4.31
trimethylamine;isobutanol;CN(C)C;CC(C)CO;-3.9
ethylformate;hexadecane;CCOC=O;CCCCCCCCCCCCCCCC;-2.59
ammonia;hexadecane;N;CCCCCCCCCCCCCCCC;-0.93
chlorofluoromethane;water;C(F)Cl;O;-0.77
t-butanol;cyclohexane;CC(C)(C)O;C1CCCCC1;-2.93
1-pentanol;tributylphosphate;CCCCCO;CCCCOP(=O)(OCCCC)OCCCC;-6.69
methanethiol;water;CS;O;-1.24
1-butanol;butylacetate;CCCCO;CCCCCC(=O)[O-];-5.23
benzamide;diethylether;C1=CC=C(C=C1)C(=O)N;CCOCC;-10.6
1,2-ethanediol;diethylether;C(CO)O;CCOCC;-6.2
butanoicacid;heptane;CCCC(=O)O;CCCCCCC;-5.05
water;octanol;O;CCCCCCCCO;-4.43
N-methylaniline;cyclohexane;CNC1=CC=CC=C1;C1CCCCC1;-6.33
tetrahydrofuran;tetrahydrofuran;C1CCOC1;C1CCOC1;-4.25
1,1,2-trichloro-1,2,2-trifluoroethane;octanol;C(C(F)(Cl)Cl)(F)(F)Cl;CCCCCCCCO;-2.54
butylacetate;pentane;CCCCCC(=O)[O-];CCCCC;-4.88
ethylamine;pentanol;CCN;CCCCCO;-4.27
nitromethane;octanol;C[N+](=O)[O-];CCCCCCCCO;-3.51
methylacetate;isopropyltoluene;CC(=O)OC;CC1=CC=CC=C1C(C)C;-3.32
trichloroethene;decane;C(=C(Cl)Cl)Cl;CCCCCCCCCC;-3.84
2-butanone;water;CCC(=O)C;O;-3.64
1-pentanol;hexadecane;CCCCCO;CCCCCCCCCCCCCCCC;-4.24
ethylacetate;pentadecane;CCOC(=O)C;CCCCCCCCCCCCCCC;-3.37
ethylamine;ethylbenzene;CCN;CCC1=CC=CC=C1;-2.59
2,4-dimethylpentane;water;CC(C)CC(C)C;O;2.88
2-methoxyethanamine;water;COCCN;O;-6.55
ethanol;bromobenzene;CCO;C1=CC=C(C=C1)Br;-3.26
methanol;diethylether;CO;CCOCC;-3.61
5-nonanone;water;CCCCC(=O)CCCC;O;-2.67
1-hexanol;ethylacetate;CCCCCCO;CCOC(=O)C;-6.92
t-butanol;diethylether;CC(C)(C)O;CCOCC;-4.8
butylacetate;dichloroethane;CCCCCC(=O)[O-];CC(Cl)Cl;-5.93
1,4-dioxane;cyclohexane;C1COCCO1;C1CCCCC1;-4.17
2-butanone;ethanol;CCC(=O)C;CCO;-4.32
1-butanol;diethylether;CCCCO;CCOCC;-5.69
phenol;heptane;C1=CC=C(C=C1)O;CCCCCCC;-5.32
acetone;octane;CC(=O)C;CCCCCCCC;-2.46
1-pentanol;dibromoethane;CCCCCO;CC(Br)Br;-5.44
1-pentanol;octanol;CCCCCO;CCCCCCCCO;-6.4
tetrafluoromethane;water;C(F)(F)(F)F;O;3.16
methylhexanoate;heptane;CCCCCC(=O)OC;CCCCCCC;-5.63
benzonitrile;diethylether;C1=CC=C(C=C1)C#N;CCOCC;-6.36
n-octane;2methylpyridine;CCCCCCCC;CC1=CC=CC=N1;-4.73
nitromethane;nitrobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)[N+](=O)[O-];-4.9
acetone;carbondisulfide;CC(=O)C;C(=S)=S;-3.14
tripropylphosphate;octanol;CCCOP(=O)(OCCC)OCCC;CCCCCCCCO;-8.65
acetone;benzene;CC(=O)C;C1=CC=CC=C1;-3.79
n-pentane;water;CCCCC;O;2.33
propylamine;nonane;CCCN;CCCCCCCCC;-2.96
nitromethane;bromobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)Br;-4.25
diclofenacacid;octanol;C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl;CCCCCCCCO;-12.45
diflunisal;octanol;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;CCCCCCCCO;-15.46
2,3-dichlorobiphenyl;water;C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl;O;-2.45
p-bromophenol;nitrobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)[N+](=O)[O-];-9.76
ethanol;chloroform;CCO;C(Cl)(Cl)Cl;-3.94
ethylamine;decanol;CCN;CCCCCCCCCCO;-3.91
anisole;hexadecane;COC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.35
methylbenzoate;chloroform;COC(=O)C1=CC=CC=C1;C(Cl)(Cl)Cl;-7.81
5-trifluoromethyluracil;water;C1=C(C(=O)NC(=O)N1)C(F)(F)F;O;-15.46
butylamine;isooctane;CCCCN;CC(C)CC(C)(C)C;-3.57
n-pentane;hexadecyliodide;CCCCC;CCCCCCCCCCCCCCCCI;-2.59
1-hexanol;octanol;CCCCCCO;CCCCCCCCO;-7.06
(1R,4S,4aS,5S,6S,7R,8R,8aR)-1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene(endrin);water;C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl;O;-5.5
propene;water;CC=C;O;1.27
n-octane;tetrahydrofuran;CCCCCCCC;C1CCOC1;-5.39
benzamide;water;C1=CC=C(C=C1)C(=O)N;O;-10.9
diethylpropanedioate;water;CCOC(=O)CC(=O)OCC;O;-6.0
butanoicacid;carbontet;CCCC(=O)O;C(Cl)(Cl)(Cl)Cl;-4.81
ethanol;triethylamine;CCO;CCN(CC)CC;-4.02
formaldehyde;secbutanol;C=O;CCC(C)O;-2.86
aceticacid;butylacetate;CC(=O)O;CCCCCC(=O)[O-];-6.11
toluene;acetonitrile;CC1=CC=CC=C1;CC#N;-4.68
E-1,2-dichloroethene;octanol;C(=CCl)Cl;CCCCCCCCO;-3.61
trimethylamine;cyclohexane;CN(C)C;C1CCCCC1;-2.63
o-cresol;hexanol;CC1=CC=CC=C1O;CCCCCCO;-8.76
phenol;ethylacetate;C1=CC=C(C=C1)O;CCOC(=O)C;-8.7
2-methoxyethanol;decanol;COCCO;CCCCCCCCCCO;-5.41
2-methylaniline;benzene;CC1=CC=CC=C1N;C1=CC=CC=C1;-7.37
p-cresol;dichloroethane;CC1=CC=C(C=C1)O;CC(Cl)Cl;-7.75
1-nitropropane;cyclohexane;CCC[N+](=O)[O-];C1CCCCC1;-4.06
1-hexyne;water;CCCCC#C;O;0.29
1-nonanol;nonanol;CCCCCCCCCO;CCCCCCCCCO;-9.05
piperidine;water;C1CCNCC1;O;-5.11
2-heptanone;pentane;CCCCCC(=O)C;CCCCC;-5.4
m-xylene;hexadecane;CC1=CC(=CC=C1)C;CCCCCCCCCCCCCCCC;-5.24
thioanisole;octanol;CSC1=CC=CC=C1;CCCCCCCCO;-6.47
nitromethane;nitroethane;C[N+](=O)[O-];CC[N+](=O)[O-];-5.35
4-methylaniline;octanol;CC1=CC=C(C=C1)N;CCCCCCCCO;-7.44
ethanol;chlorobenzene;CCO;C1=CC=C(C=C1)Cl;-3.3
butanonitrile;hexadecane;CCCN(CCC)C(=O)SCCC;CCCCCCCCCCCCCCCC;-3.48
nitromethane;isooctane;C[N+](=O)[O-];CC(C)CC(C)(C)C;-2.82
fenbufen;water;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;O;-12.75
2,4-dimethylpentane;hexadecane;CC(C)CC(C)C;CCCCCCCCCCCCCCCC;-3.87
3,5-dibromo-4-hydroxybenzonitrile;cyclohexane;C1=C(C=C(C(=C1Br)O)Br)C#N;C1CCCCC1;-6.83
cyclohexane;water;C1CCCCC1;O;1.23
toluene;aceticacid;CC1=CC=CC=C1;CC(=O)O;-4.53
toluene;decane;CC1=CC=CC=C1;CCCCCCCCCC;-4.65
phenol;bromoform;C1=CC=C(C=C1)O;C(Br)(Br)Br;-6.88
1-propanol;chlorobenzene;CCCO;C1=CC=C(C=C1)Cl;-3.82
methylbenzoate;water;COC(=O)C1=CC=CC=C1;O;-3.91
uracil;ethylacetate;C1=CNC(=O)NC1=O;CCOC(=O)C;-15.43
2-heptanone;benzene;CCCCCC(=O)C;C1=CC=CC=C1;-6.36
2,2,2-trifluoroethanol;chloroform;C(C(F)(F)F)O;C(Cl)(Cl)Cl;-3.03
ethylacetate;toluene;CCOC(=O)C;CC1=CC=CC=C1;-4.41
m-xylene;chloroform;CC1=CC(=CC=C1)C;C(Cl)(Cl)Cl;-5.86
anisole;anisole;COC1=CC=CC=C1;COC1=CC=CC=C1;-6.33
1,2-ethanediol;water;C(CO)O;O;-9.3
2-pentanone;octanol;CCCC(=O)C;CCCCCCCCO;-4.35
pentanoicacid;pentanol;CCCCC(=O)O;CCCCCO;-8.17
t-butanol;benzene;CC(C)(C)O;C1=CC=CC=C1;-3.7
2-heptanone;perfluorobenzene;CCCCCC(=O)C;C1(=C(C(=C(C(=C1F)F)F)F)F)F;-6.15
4-nitroaniline;water;C1=CC(=CC=C1N)[N+](=O)[O-];O;-9.45
1-heptanol;butylacetate;CCCCCCCO;CCCCCC(=O)[O-];-7.14
3-methoxybenzoicacid;octanol;COC1=CC=CC(=C1)C(=O)O;CCCCCCCCO;-11.69
propylparaben;octanol;CCCOC(=O)C1=CC=C(C=C1)O;CCCCCCCCO;-13.52
methylhexanoate;nonane;CCCCCC(=O)OC;CCCCCCCCC;-5.51
allylalcohol;diethylether;C=CCO;CCOCC;-4.87
N-methylpiperazine;water;CN1CCNCC1;O;-7.77
butanonitrile;octanol;CCCN(CCC)C(=O)SCCC;CCCCCCCCO;-4.25
ethylformate;water;CCOC=O;O;-2.65
naphthalene;water;C1=CC=C2C=CC=CC2=C1;O;-2.39
benzamide;octanol;C1=CC=C(C=C1)C(=O)N;CCCCCCCCO;-11.77
methanol;decane;CO;CCCCCCCCCC;-1.29
butylamine;water;CCCCN;O;-4.29
1,1,1,2-tetrachloroethane;water;C(C(Cl)(Cl)Cl)Cl;O;-1.15
butanoicacid;tributylphosphate;CCCC(=O)O;CCCCOP(=O)(OCCCC)OCCCC;-8.29
methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl);water;CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C;O;-20.3
methylacetate;water;CC(=O)OC;O;-3.32
ethylbenzene;hexane;CCC1=CC=CC=C1;CCCCCC;-4.99
iodomethane;octanol;CI;CCCCCCCCO;-3.07
propylacetate;benzene;CCCOC(=O)C;C1=CC=CC=C1;-5.21
methylhexanoate;decalin;CCCCCC(=O)OC;C1CCC2CCCCC2C1;-5.51
1-heptanol;water;CCCCCCCO;O;-4.24
acetone;water;CC(=O)C;O;-3.85
aceticacid;carbondisulfide;CC(=O)O;C(=S)=S;-2.98
bromotoluene;water;CC1=CC=CC=C1Br;O;-2.37
dimethyl2,4,5-trichlorophenylthiophosphate;water;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;O;-5.06
methylamine;pentanol;CN;CCCCCO;-3.95
1-butanol;octanol;CCCCO;CCCCCCCCO;-5.71
trimethylamine;toluene;CN(C)C;CC1=CC=CC=C1;-2.71
n-pentane;isooctane;CCCCC;CC(C)CC(C)(C)C;-3.21
diethylether;cyclohexane;CCOCC;C1CCCCC1;-3.03
thiophenol;water;C1=CC=C(C=C1)S;O;-2.55
2,2',3'-trichlorobiphenyl;water;CCC(C)C1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-];O;-1.99
fluorobenzene;cyclohexane;C1=CC=C(C=C1)F;C1CCCCC1;-3.59
1-propanol;hexane;CCCO;CCCCCC;-2.81
acetylsalicylicacid;octanol;CC(=O)OC1=CC=CC=C1C(=O)O;CCCCCCCCO;-11.56
hydrogenperoxide;carbontet;OO;C(Cl)(Cl)(Cl)Cl;-3.14
2-ethylpyrazine;dibutylether;CCC1=NC=CN=C1;CCCCOCCCC;-5.87
1,2,3,4,5,6-hexachlorocyclohexane(lindane);water;C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl;O;-5.4
S-propylbutyl(ethyl)thiocarbamate(pebulate);water;CCCCN(CC)C(=O)SCCC;O;-3.6
1-hexene;hexadecane;CCCCC=C;CCCCCCCCCCCCCCCC;-3.51
