,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
1589,cyclohexane,octanol,C1CCCCC1,CCCCCCCCO,-3.46
1590,methylcyclohexane,octanol,CC1CCCCC1,CCCCCCCCO,-3.21
1591,ethene,octanol,C=C,CCCCCCCCO,-0.27
1592,propene,octanol,CC=C,CCCCCCCCO,-1.14
1594,2-methylpropene,octanol,CC(=C)C,CCCCCCCCO,-2.03
1595,1-butene,octanol,CCC=C,CCCCCCCCO,-1.89
1596,1-hexene,octanol,CCCCC=C,CCCCCCCCO,-2.94
1597,ethyne,octanol,C#C,CCCCCCCCO,-0.51
1598,propyne,octanol,CC#C,CCCCCCCCO,-1.59
1599,1-pentyne,octanol,CCCC#C,CCCCCCCCO,-2.79
1600,1-hexyne,octanol,CCCCC#C,CCCCCCCCO,-3.43
1601,benzene,octanol,C1=CC=CC=C1,CCCCCCCCO,-3.72
1602,toluene,octanol,CC1=CC=CC=C1,CCCCCCCCO,-4.55
1603,ethylbenzene,octanol,CCC1=CC=CC=C1,CCCCCCCCO,-5.08
1604,o-xylene,octanol,CC1=CC=CC=C1C,CCCCCCCCO,-5.07
1605,m-xylene,octanol,CC1=CC(=CC=C1)C,CCCCCCCCO,-5.25
1606,p-xylene,octanol,CC1=CC=C(C=C1)C,CCCCCCCCO,-5.19
1607,naphthalene,octanol,C1=CC=C2C=CC=CC2=C1,CCCCCCCCO,-6.97
1608,anthracene,octanol,C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCCCCCCCO,-10.47
1609,methanol,octanol,CO,CCCCCCCCO,-3.87
1610,ethanol,octanol,CCO,CCCCCCCCO,-4.36
1611,"1,2-ethanediol",octanol,C(CO)O,CCCCCCCCO,-7.44
1612,1-propanol,octanol,CCCO,CCCCCCCCO,-5.02
1613,isopropanol,octanol,CC(C)O,CCCCCCCCO,-4.62
1614,1-butanol,octanol,CCCCO,CCCCCCCCO,-5.71
1615,t-butanol,octanol,CC(C)(C)O,CCCCCCCCO,-4.78
1616,1-pentanol,octanol,CCCCCO,CCCCCCCCO,-6.4
1617,phenol,octanol,C1=CC=C(C=C1)O,CCCCCCCCO,-8.69
1618,1-hexanol,octanol,CCCCCCO,CCCCCCCCO,-7.06
1619,o-cresol,octanol,CC1=CC=CC=C1O,CCCCCCCCO,-8.49
1620,m-cresol,octanol,CC1=CC(=CC=C1)O,CCCCCCCCO,-8.2
1621,p-cresol,octanol,CC1=CC=C(C=C1)O,CCCCCCCCO,-8.84
1622,1-heptanol,octanol,CCCCCCCO,CCCCCCCCO,-7.75
1623,1-decanol,octanol,CCCCCCCCCCO,CCCCCCCCO,-9.88
1624,dimethylether,octanol,COC,CCCCCCCCO,-2.06
1625,tetrahydrofuran,octanol,C1CCOC1,CCCCCCCCO,-3.93
1626,"1,4-dioxane",octanol,C1COCCO1,CCCCCCCCO,-4.89
1627,diethylether,octanol,CCOCC,CCCCCCCCO,-2.89
1630,"1,2-dimethoxyethane",octanol,COCCOC,CCCCCCCCO,-4.55
1631,t-butylmethylether,octanol,CC(C)(C)OC,CCCCCCCCO,-3.49
1632,anisole,octanol,COC1=CC=CC=C1,CCCCCCCCO,-5.47
1633,formaldehyde,octanol,C=O,CCCCCCCCO,-3.23
1634,propanal,octanol,CCC=O,CCCCCCCCO,-4.13
1635,butanal,octanol,CCCC=O,CCCCCCCCO,-4.62
1636,benzaldehyde,octanol,C1=CC=C(C=C1)C=O,CCCCCCCCO,-6.13
1637,acetone,octanol,CC(=O)C,CCCCCCCCO,-3.15
1638,2-butanone,octanol,CCC(=O)C,CCCCCCCCO,-3.78
1639,cyclopentanone,octanol,C1CCC(=O)C1,CCCCCCCCO,-5.01
1640,2-pentanone,octanol,CCCC(=O)C,CCCCCCCCO,-4.35
1641,3-pentanone,octanol,CCC(=O)CC,CCCCCCCCO,-4.36
1642,2-hexanone,octanol,CCCCC(=O)C,CCCCCCCCO,-5.02
1643,"3,3-dimethylbutanone",octanol,CC(=O)C(C)(C)C,CCCCCCCCO,-4.53
1644,2-heptanone,octanol,CCCCCC(=O)C,CCCCCCCCO,-5.65
1645,acetophenone,octanol,CC(=O)C1=CC=CC=C1,CCCCCCCCO,-6.74
1647,propanoicacid,octanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCCCCO,-6.86
1648,butanoicacid,octanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCCCCCO,-7.58
1650,hexanoicacid,octanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCCCCO,-8.82
1651,methylformate,octanol,COC=O,CCCCCCCCO,-2.82
1654,ethylacetate,octanol,CCOC(=O)C,CCCCCCCCO,-4.06
1656,propylacetate,octanol,CCCCC(=O)O,CCCCCCCCO,-4.55
1658,butylacetate,octanol,CCCCCC(=O)[O-],CCCCCCCCO,-4.96
1659,ethylamine,octanol,CCN,CCCCCCCCO,-4.09
1660,propylamine,octanol,CCCN,CCCCCCCCO,-4.77
1661,trimethylamine,octanol,CN(C)C,CCCCCCCCO,-3.6
1662,piperazine,octanol,C1CNCCN1,CCCCCCCCO,-5.8
1663,butylamine,octanol,CCCCN,CCCCCCCCO,-5.33
1664,diethylamine,octanol,CCNCC,CCCCCCCCO,-4.75
1665,dipropylamine,octanol,CCCNCCC,CCCCCCCCO,-6.02
1666,pyridine,octanol,C1=CC=NC=C1,CCCCCCCCO,-5.34
1667,2-methylpyrazine,octanol,CC1=NC=CN=C1,CCCCCCCCO,-5.87
1668,aniline,octanol,C1=CC=C(C=C1)N,CCCCCCCCO,-6.71
1669,2-methylpyridine,octanol,CC1=CC=CC=N1,CCCCCCCCO,-6.14
1670,3-methylpyridine,octanol,CC1=CN=CC=C1,CCCCCCCCO,-6.4
1671,4-methylpyridine,octanol,CC1=CC=NC=C1,CCCCCCCCO,-6.6
1672,N-methylaniline,octanol,CNC1=CC=CC=C1,CCCCCCCCO,-6.94
1673,acetonitrile,octanol,CC#N,CCCCCCCCO,-3.15
1674,propionitrile,octanol,CCC#N,CCCCCCCCO,-3.66
1676,benzonitrile,octanol,C1=CC=C(C=C1)C#N,CCCCCCCCO,-6.09
1677,nitroethane,octanol,CC[N+](=O)[O-],CCCCCCCCO,-3.93
1678,1-nitropropane,octanol,CCC[N+](=O)[O-],CCCCCCCCO,-4.44
1679,2-nitropropane,octanol,CC(C)[N+](=O)[O-],CCCCCCCCO,-4.23
1680,1-nitrobutane,octanol,CCCC[N+](=O)[O-],CCCCCCCCO,-5.11
1681,nitrobenzene,octanol,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCCCCO,-6.63
1682,2-methyl-1-nitrobenzene,octanol,CC1=CC=CC=C1[N+](=O)[O-],CCCCCCCCO,-6.8
1683,1-propanethiol,octanol,CCCS,CCCCCCCCO,-3.52
1684,thiophenol,octanol,C1=CC=C(C=C1)S,CCCCCCCCO,-5.99
1685,dimethyldisulfide,octanol,CSSC,CCCCCCCCO,-4.24
1686,diethylsulfide,octanol,CCSCC,CCCCCCCCO,-4.09
1687,thioanisole,octanol,CSC1=CC=CC=C1,CCCCCCCCO,-6.47
1689,2-methoxyethanol,octanol,COCCO,CCCCCCCCO,-5.83
1690,morpholine,octanol,C1COCCN1,CCCCCCCCO,-5.99
1691,m-hydroxybenzaldehyde,octanol,C1=CC(=CC(=C1)O)C=O,CCCCCCCCO,-11.39
1692,p-hydroxybenzaldehyde,octanol,C1=CC(=CC=C1C=O)O,CCCCCCCCO,-12.36
1693,3-ethyl-2-methoxypyrazine,octanol,CCC1=NC=CN=C1OC,CCCCCCCCO,-6.85
1694,"1,1-difluoroethane",octanol,CC(F)F,CCCCCCCCO,-1.13
1695,fluorobenzene,octanol,C1=CC=C(C=C1)F,CCCCCCCCO,-3.87
1696,dichloromethane,octanol,C(Cl)Cl,CCCCCCCCO,-3.07
1697,chloroform,octanol,C(Cl)(Cl)Cl,CCCCCCCCO,-3.81
1698,chloroethane,octanol,CCCl,CCCCCCCCO,-2.58
1699,"1,1,1-trichloroethane",octanol,CC(Cl)(Cl)Cl,CCCCCCCCO,-3.69
1700,"1,1,2-trichloroethane",octanol,C(C(Cl)Cl)Cl,CCCCCCCCO,-4.53
1701,1-chloropropane,octanol,CCCCl,CCCCCCCCO,-3.06
1702,2-chloropropane,octanol,CC(C)Cl,CCCCCCCCO,-2.84
1703,"Z-1,2-dichloroethene",octanol,C(=C\Cl)\Cl,CCCCCCCCO,-3.71
1704,"E-1,2-dichloroethene",octanol,C(=C/Cl)\Cl,CCCCCCCCO,-3.61
1705,trichloroethene,octanol,C(=C(Cl)Cl)Cl,CCCCCCCCO,-3.75
1706,chlorobenzene,octanol,C1=CC=C(C=C1)Cl,CCCCCCCCO,-5
1707,"1,2-dichlorobenzene",octanol,C1=CC=C(C(=C1)Cl)Cl,CCCCCCCCO,-6.01
1708,"1,4-dichlorobenzene",octanol,C1=CC(=CC=C1Cl)Cl,CCCCCCCCO,-5.67
1709,bromomethane,octanol,CBr,CCCCCCCCO,-2.43
1710,dibromomethane,octanol,C(Br)Br,CCCCCCCCO,-4.18
1711,bromoform,octanol,C(Br)(Br)Br,CCCCCCCCO,-5.62
1712,bromoethane,octanol,CCBr,CCCCCCCCO,-2.9
1713,1-bromopropane,octanol,CCCBr,CCCCCCCCO,-3.42
1714,2-bromopropane,octanol,CC(C)Br,CCCCCCCCO,-3.4
1715,1-bromobutane,octanol,CCCCBr,CCCCCCCCO,-4.16
1716,1-bromopentane,octanol,CCCCCBr,CCCCCCCCO,-4.68
1717,bromobenzene,octanol,C1=CC=C(C=C1)Br,CCCCCCCCO,-5.46
1718,p-dibromobenzene,octanol,C1=CC(=CC=C1Br)Br,CCCCCCCCO,-7.47
1719,bromotrifluoromethane,octanol,C(F)(F)(F)Br,CCCCCCCCO,-0.75
1720,chlorodifluoromethane,octanol,C(F)(F)Cl,CCCCCCCCO,-1.97
1721,tetrafluoromethane,octanol,C(F)(F)(F)F,CCCCCCCCO,1.5
1722,"1-bromo-1-chloro-2,2,2-trifluoroethane",octanol,C(C(F)(F)F)(Cl)Br,CCCCCCCCO,-3.27
1723,tetrachloroethene,octanol,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCO,-4.24
1724,"1,1,2-trichloro-1,2,2-trifluoroethane",octanol,C(C(F)(Cl)Cl)(F)(F)Cl,CCCCCCCCO,-2.54
1725,"2,2,2-trifluoroethanol",octanol,C(C(F)(F)F)O,CCCCCCCCO,-4.81
1727,"1,1,1-trifluoropropan-2-ol",octanol,CC(C(F)(F)F)O,CCCCCCCCO,-5.12
1728,"1,1,1,3,3,3-hexafluoropropan-2-ol",octanol,C(C(F)(F)F)(C(F)(F)F)O,CCCCCCCCO,-5.76
1729,p-bromophenol,octanol,C1=CC(=CC=C1O)Br,CCCCCCCCO,-10.59
1730,water,octanol,O,CCCCCCCCO,-4.43
1731,trimethylphosphate,octanol,COP(=O)(OC)OC,CCCCCCCCO,-7.81
1732,triethylphosphate,octanol,CCOP(=O)(OCC)OCC,CCCCCCCCO,-8.88
1733,tripropylphosphate,octanol,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,CCCCCCCCO,-8.65
1734,piperidine,octanol,C1CCNCC1,CCCCCCCCO,-6.27
1735,methylamine,octanol,CN,CCCCCCCCO,-3.78
1736,hydrazine,octanol,NN,CCCCCCCCO,-3.44
1737,2-ethylpyrazine,octanol,CCC1=NC=CN=C1,CCCCCCCCO,-6.4
1738,1-octanol,octanol,CCCCCCCCO,CCCCCCCCO,-8.13
1739,2-octanone,octanol,CCCCCCC(=O)C,CCCCCCCCO,-6.38
1740,methylbenzoate,octanol,COC(=O)C1=CC=CC=C1,CCCCCCCCO,-7.26
1741,tetrahydropyran,octanol,C1CCOCC1,CCCCCCCCO,-4.21
1742,thiophene,octanol,C1=CSC=C1,CCCCCCCCO,-3.89
1744,hydrogen,octanol,[HH],CCCCCCCCO,1.76
1745,"1,1-dimethyl-3-phenylurea",octanol,CN(C)C(=O)NC1=CC=CC=C1,CCCCCCCCO,-13.12
1746,9-methyladenine,octanol,CN1C=NC2=C(N=CN=C21)N,CCCCCCCCO,-13.56
1747,"2,2'-dichlorobiphenyl",octanol,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,CCCCCCCCO,-9.41
1748,"2,3-dichlorobiphenyl",octanol,C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl,CCCCCCCCO,-9.23
1750,3-bromopropene,octanol,C=CCBr,CCCCCCCCO,-3.3
1751,bromotoluene,octanol,CC1=CC=CC=C1Br,CCCCCCCCO,-6.36
1752,difluorodichloromethane,octanol,C(F)(F)(Cl)Cl,CCCCCCCCO,-1.25
1753,fluorotrichloromethane,octanol,C(F)(Cl)(Cl)Cl,CCCCCCCCO,-2.63
1754,"2,6-dichlorobenzonitrile",octanol,C1=CC(=C(C(=C1)Cl)C#N)Cl,CCCCCCCCO,-9.18
1765,nitromethane,octanol,C[N+](=O)[O-],CCCCCCCCO,-3.51
1766,"N,N-dimethylformamide",octanol,CN(C)C=O,CCCCCCCCO,-6.14
1767,N-methylformamide,octanol,CNC=O,CCCCCCCCO,-6.97
1768,"N,N-dimethylacetamide",octanol,CC(=O)N(C)C,CCCCCCCCO,-7.48
1769,4-ethylpyridine,octanol,CCC1=CC=NC=C1,CCCCCCCCO,-7.8
1770,pyrrole,octanol,C1=CNC=C1,CCCCCCCCO,-5.28
1771,quinoline,octanol,C1=CC=C2C(=C1)C=CC=N2,CCCCCCCCO,-8.43
1772,g-butyrolactone,octanol,C1CC(=O)OC1,CCCCCCCCO,-6.83
1773,tetramethylsilane,octanol,C[Si](C)(C)C,CCCCCCCCO,-1.79
1774,methylhydrazine,octanol,CNN,CCCCCCCCO,-3.88
1775,urea,octanol,C(=O)(N)N,CCCCCCCCO,-10.93
1776,benzamide,octanol,C1=CC=C(C=C1)C(=O)N,CCCCCCCCO,-11.77
1777,2-methylaniline,octanol,CC1=CC=CC=C1N,CCCCCCCCO,-7.36
1778,3-methylaniline,octanol,CC1=CC(=CC=C1)N,CCCCCCCCO,-7.57
1779,4-methylaniline,octanol,CC1=CC=C(C=C1)N,CCCCCCCCO,-7.44
1780,formamide,octanol,C(=O)N,CCCCCCCCO,-7.8
1781,2-pyrrolidinone,octanol,C1CC(=O)NC1,CCCCCCCCO,-8.85
1782,N-methyl-2-pyrrolidinone,octanol,CN1CCCC1=O,CCCCCCCCO,-8.63
1783,uracil,octanol,C1=CNC(=O)NC1=O,CCCCCCCCO,-15.13
1784,5-fluorouracil,octanol,C1=C(C(=O)NC(=O)N1)F,CCCCCCCCO,-15.71
1785,5-trifluoromethyluracil,octanol,C1=C(C(=O)NC(=O)N1)C(F)(F)F,CCCCCCCCO,-15.51
1786,5-chlorouracil,octanol,C1=C(C(=O)NC(=O)N1)Cl,CCCCCCCCO,-17.26
1787,5-bromouracil,octanol,C1=C(C(=O)NC(=O)N1)Br,CCCCCCCCO,-17.88
1789,acetylsalicylicacid,octanol,CC(=O)OC1=CC=CC=C1C(=O)O,CCCCCCCCO,-11.56
1790,butylparaben,octanol,CCCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-13.59
1791,caffeine,octanol,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CCCCCCCCO,-12.54
1793,diflunisal,octanol,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,CCCCCCCCO,-15.46
1794,ethylparaben,octanol,CCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-12.57
1796,hexachlorobenzene,octanol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CCCCCCCCO,-10.15
1798,5-iodouracil,octanol,C1=C(C(=O)NC(=O)N1)I,CCCCCCCCO,-18.77
1800,methylparaben,octanol,COC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-12.18
1801,naproxen,octanol,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCCCCCCCO,-14.55
1802,4-nitroaniline,octanol,C1=CC(=CC=C1N)[N+](=O)[O-],CCCCCCCCO,-11.35
1803,octafluorocyclobutane,octanol,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,CCCCCCCCO,0.31
1804,pentachloronitrobenzene,octanol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],CCCCCCCCO,-11.55
1805,phthalimide,octanol,C1=CC=C2C(=C1)C(=O)NC2=O,CCCCCCCCO,-11.18
1806,propylparaben,octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,-13.52
1807,sulfolane,octanol,C1CCS(=O)(=O)C1,CCCCCCCCO,-7.56
1808,paracetamol,octanol,CC(=O)NC1=CC=C(C=C1)O,CCCCCCCCO,-15.46
1809,N-(3-hydroxyphenyl)acetamide,octanol,CC(=O)NC1=CC(=CC=C1)O,CCCCCCCCO,-14.93
1810,fenbufen,octanol,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,CCCCCCCCO,-17.12
1811,N-(2-hydroxyphenyl)acetamide,octanol,CC(=O)NC1=CC=CC=C1O,CCCCCCCCO,-12.59
1812,phenacetin,octanol,CCOC1=CC=C(C=C1)NC(=O)C,CCCCCCCCO,-13.07
1814,4-methoxybenzoicacid,octanol,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N,CCCCCCCCO,-11.82
1816,tolfenamicacid,octanol,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,CCCCCCCCO,-13.76
1819,iodobenzene,octanol,C1=CC=C(C=C1)I,CCCCCCCCO,-6.18
1820,diiodomethane,octanol,C(I)I,CCCCCCCCO,-5.63
1821,iodomethane,octanol,CI,CCCCCCCCO,-3.07
1822,iodoethane,octanol,CCI,CCCCCCCCO,-3.45
1823,2-iodopropane,octanol,CC(C)I,CCCCCCCCO,-4.4
1843,ethylacetate,pentadecane,CCOC(=O)C,CCCCCCCCCCCCCCC,-3.37
1844,propylacetate,pentadecane,CCCCC(=O)O,CCCCCCCCCCCCCCC,-3.91
1846,butylacetate,pentadecane,CCCCCC(=O)[O-],CCCCCCCCCCCCCCC,-4.49
1849,n-pentadecane,pentadecane,CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC,-9.91
1850,n-pentane,pentane,CCCCC,CCCCC,-3.35
1851,methanol,pentane,CO,CCCCC,-1.29
1852,ethanol,pentane,CCO,CCCCC,-2.15
1853,1-propanol,pentane,CCCO,CCCCC,-2.76
1854,1-butanol,pentane,CCCCO,CCCCC,-3.77
1855,1-pentanol,pentane,CCCCCO,CCCCC,-3.92
1856,phenol,pentane,C1=CC=C(C=C1)O,CCCCC,-5.67
1857,1-hexanol,pentane,CCCCCCO,CCCCC,-4.97
1858,1-heptanol,pentane,CCCCCCCO,CCCCC,-5.62
1859,2-pentanone,pentane,CCCC(=O)C,CCCCC,-4.16
1860,2-hexanone,pentane,CCCCC(=O)C,CCCCC,-4.79
1861,"3,3-dimethylbutanone",pentane,CC(=O)C(C)(C)C,CCCCC,-4.43
1862,2-heptanone,pentane,CCCCCC(=O)C,CCCCC,-5.4
1865,ethylacetate,pentane,CCOC(=O)C,CCCCC,-3.69
1866,propylacetate,pentane,CCCCC(=O)O,CCCCC,-4.21
1868,butylacetate,pentane,CCCCCC(=O)[O-],CCCCC,-4.88
1871,ethylamine,pentane,CCN,CCCCC,-2.18
1872,propylamine,pentane,CCCN,CCCCC,-3.13
1873,aniline,pentane,C1=CC=C(C=C1)N,CCCCC,-5.15
1874,chloroform,pentane,C(Cl)(Cl)Cl,CCCCC,-3.26
1875,bromoform,pentane,C(Br)(Br)Br,CCCCC,-4.83
1876,benzene,pentanol,C1=CC=CC=C1,CCCCCO,-3.53
1877,toluene,pentanol,CC1=CC=CC=C1,CCCCCO,-4.25
1878,ethylbenzene,pentanol,CCC1=CC=CC=C1,CCCCCO,-4.48
1879,1-pentanol,pentanol,CCCCCO,CCCCCO,-7.92
1880,phenol,pentanol,C1=CC=C(C=C1)O,CCCCCO,-8.55
1881,o-cresol,pentanol,CC1=CC=CC=C1O,CCCCCO,-8.57
1882,p-cresol,pentanol,CC1=CC=C(C=C1)O,CCCCCO,-9.25
1883,formaldehyde,pentanol,C=O,CCCCCO,-3.44
1885,propanoicacid,pentanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCO,-7.09
1886,butanoicacid,pentanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCCO,-7.74
1888,hexanoicacid,pentanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCO,-8.99
1889,ethylamine,pentanol,CCN,CCCCCO,-4.27
1890,propylamine,pentanol,CCCN,CCCCCO,-4.88
1891,butylamine,pentanol,CCCCN,CCCCCO,-5.55
1892,diethylamine,pentanol,CCNCC,CCCCCO,-5.3
1893,aniline,pentanol,C1=CC=C(C=C1)N,CCCCCO,-6.44
1894,p-bromophenol,pentanol,C1=CC(=CC=C1O)Br,CCCCCO,-10.62
1895,ammonia,pentanol,N,CCCCCO,-3.13
1896,methylamine,pentanol,CN,CCCCCO,-3.95
1897,hydrogenperoxide,pentanol,OO,CCCCCO,-7.46
1898,acetone,perfluorobenzene,CC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-3.82
1899,2-pentanone,perfluorobenzene,CCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.1
1900,2-hexanone,perfluorobenzene,CCCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.55
1901,"3,3-dimethylbutanone",perfluorobenzene,CC(=O)C(C)(C)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.26
1902,2-heptanone,perfluorobenzene,CCCCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-6.15
1904,ethylacetate,perfluorobenzene,CCOC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.56
1905,propylacetate,perfluorobenzene,CCCCC(=O)O,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.06
1907,butylacetate,perfluorobenzene,CCCCCC(=O)[O-],C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.52
1910,butylamine,perfluorobenzene,CCCCN,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.13
1911,perfluorobenzene,perfluorobenzene,C1(=C(C(=C(C(=C1F)F)F)F)F)F,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.42
1912,nitromethane,perfluorobenzene,C[N+](=O)[O-],C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.3
1919,n-octane,propanol,CCCCCCCC,CCCO,-4.39
1920,toluene,propanol,CC1=CC=CC=C1,CCCO,-4.47
1921,ethanol,propanol,CCO,CCCO,-5.01
1922,1-propanol,propanol,CCCO,CCCO,-5.29
1923,"1,4-dioxane",propanol,C1COCCO1,CCCO,-4.61
1924,2-butanone,propanol,CCC(=O)C,CCCO,-4.15
1925,nitromethane,propanol,C[N+](=O)[O-],CCCO,-4.04
1926,n-octane,pyridine,CCCCCCCC,C1=CC=NC=C1,-4.5
1927,toluene,pyridine,CC1=CC=CC=C1,C1=CC=NC=C1,-5.1
1928,ethanol,pyridine,CCO,C1=CC=NC=C1,-5.08
1929,"1,4-dioxane",pyridine,C1COCCO1,C1=CC=NC=C1,-5.14
1930,2-butanone,pyridine,CCC(=O)C,C1=CC=NC=C1,-4.61
1931,pyridine,pyridine,C1=CC=NC=C1,C1=CC=NC=C1,-5.47
1932,nitromethane,pyridine,C[N+](=O)[O-],C1=CC=NC=C1,-5.11
1943,ethylacetate,secbutylbenzene,CCOC(=O)C,CCC(C)C1=CC=CC=C1,-4.11
1944,propylacetate,secbutylbenzene,CCCCC(=O)O,CCC(C)C1=CC=CC=C1,-4.62
1945,butylacetate,secbutylbenzene,CCCCCC(=O)[O-],CCC(C)C1=CC=CC=C1,-5.22
1961,phenol,tetrachloroethene,C1=CC=C(C=C1)O,C(=C(Cl)Cl)(Cl)Cl,-6.1
1962,acetone,tetrachloroethene,CC(=O)C,C(=C(Cl)Cl)(Cl)Cl,-3.09
1965,ethylacetate,tetrachloroethene,CCOC(=O)C,C(=C(Cl)Cl)(Cl)Cl,-4.22
1966,propylacetate,tetrachloroethene,CCCCC(=O)O,C(=C(Cl)Cl)(Cl)Cl,-4.8
1968,butylacetate,tetrachloroethene,CCCCCC(=O)[O-],C(=C(Cl)Cl)(Cl)Cl,-5.35
1969,butylamine,tetrachloroethene,CCCCN,C(=C(Cl)Cl)(Cl)Cl,-4.49
1970,tetrachloroethene,tetrachloroethene,C(=C(Cl)Cl)(Cl)Cl,C(=C(Cl)Cl)(Cl)Cl,-5.39
1971,n-octane,tetrahydrofuran,CCCCCCCC,C1CCOC1,-5.39
1972,toluene,tetrahydrofuran,CC1=CC=CC=C1,C1CCOC1,-5.5
1973,ethanol,tetrahydrofuran,CCO,C1CCOC1,-4.56
1974,tetrahydrofuran,tetrahydrofuran,C1CCOC1,C1CCOC1,-4.25
1975,"1,4-dioxane",tetrahydrofuran,C1COCCO1,C1CCOC1,-5.17
1976,2-butanone,tetrahydrofuran,CCC(=O)C,C1CCOC1,-4.54
1977,nitromethane,tetrahydrofuran,C[N+](=O)[O-],C1CCOC1,-5.09
1985,ethanol,tetralin,CCO,C1CCC2=CC=CC=C2C1,-1.54
1986,acetone,tetralin,CC(=O)C,C1CCC2=CC=CC=C2C1,-2.54
1987,2-butanone,tetralin,CCC(=O)C,C1CCC2=CC=CC=C2C1,-3.12
1988,2-pentanone,tetralin,CCCC(=O)C,C1CCC2=CC=CC=C2C1,-3.99
1989,2-hexanone,tetralin,CCCCC(=O)C,C1CCC2=CC=CC=C2C1,-4.64
1990,"3,3-dimethylbutanone",tetralin,CC(=O)C(C)(C)C,C1CCC2=CC=CC=C2C1,-4.19
1991,2-heptanone,tetralin,CCCCCC(=O)C,C1CCC2=CC=CC=C2C1,-5.33
1992,water,tetralin,O,C1CCC2=CC=CC=C2C1,0.07
1993,tetralin,tetralin,C1CCC2=CC=CC=C2C1,C1CCC2=CC=CC=C2C1,-7.55
1994,n-octane,toluene,CCCCCCCC,CC1=CC=CC=C1,-5.38
1995,toluene,toluene,CC1=CC=CC=C1,CC1=CC=CC=C1,-5.12
1996,methanol,toluene,CO,CC1=CC=CC=C1,-2.18
1997,ethanol,toluene,CCO,CC1=CC=CC=C1,-3.33
1998,1-propanol,toluene,CCCO,CC1=CC=CC=C1,-3.71
1999,1-butanol,toluene,CCCCO,CC1=CC=CC=C1,-4.31
2000,1-pentanol,toluene,CCCCCO,CC1=CC=CC=C1,-5.17
2001,phenol,toluene,C1=CC=C(C=C1)O,CC1=CC=CC=C1,-6.93
2002,1-hexanol,toluene,CCCCCCO,CC1=CC=CC=C1,-6.12
2003,o-cresol,toluene,CC1=CC=CC=C1O,CC1=CC=CC=C1,-7.43
2004,p-cresol,toluene,CC1=CC=C(C=C1)O,CC1=CC=CC=C1,-7.56
2005,1-heptanol,toluene,CCCCCCCO,CC1=CC=CC=C1,-6.75
2006,"1,4-dioxane",toluene,C1COCCO1,CC1=CC=CC=C1,-4.91
2007,acetone,toluene,CC(=O)C,CC1=CC=CC=C1,-3.59
2008,2-butanone,toluene,CCC(=O)C,CC1=CC=CC=C1,-4.27
2009,2-pentanone,toluene,CCCC(=O)C,CC1=CC=CC=C1,-5.02
2010,2-hexanone,toluene,CCCCC(=O)C,CC1=CC=CC=C1,-5.6
2011,"3,3-dimethylbutanone",toluene,CC(=O)C(C)(C)C,CC1=CC=CC=C1,-5
2012,2-heptanone,toluene,CCCCCC(=O)C,CC1=CC=CC=C1,-6.3
